row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Đơn vị tính: VND Số đầu năm > Giá trị,Đơn vị tính: VND Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Đơn vị tính: VND Số đầu năm > Giá trị,numeric__Đơn vị tính: VND Số đầu năm > Số có khả năng trả nợ
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,41.220.973.690,41.220.973.690,29.420.301.344,29.420.301.344,41220973690.0,41220973690.0,29420301344.0,29420301344.0
Đối tác doanh nghiệp số 7,Đối tác doanh nghiệp số 7,Đối tác doanh nghiệp số 7,4.601.144.040,4.601.144.040,157.413.358,157.413.358,4601144040.0,4601144040.0,157413358.0,157413358.0
Khác,Khác,Khác,36.619.829.650,36.619.829.650,24.478.939.040,24.478.939.040,36619829650.0,36619829650.0,24478939040.0,24478939040.0
Trả trước từ bên liên quan (Thuyết minh số 29),Trả trước từ bên liên quan (Thuyết minh số 29),Trả trước từ bên liên quan (Thuyết minh số 29),117.226.905,117.226.905,20.114.768.950,20.114.768.950,117226905.0,117226905.0,20114768950.0,20114768950.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,41.338.200.595,41.338.200.595,49.535.070.294,49.535.070.294,41338200595.0,41338200595.0,49535070294.0,49535070294.0
