row_label_raw,row_label_full,STT,Công ty,Địa chỉ,Tỷ lệ lợi ích (%),Tỷ lệ biểu quyết (%),Hoạt động chính,numeric__Công ty,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích (%),numeric__Tỷ lệ biểu quyết (%),numeric__Hoạt động chính
7,7,7,"Công ty Cổ phần Nhựa Bao bì An Vinh (""Công ty An Vinh"")","Khu công nghiệp kỹ thuật cao An Phát, km 47, quốc lộ 5, phường Việt Hòa, thành phố Hải Dương, tỉnh Hải Dương","86,46","86,46","Sản xuất, kinh doanh các sản phẩm nhựa",,,86.46,86.46,
8,8,8,"An Phat International, Inc. (iii)","10701 Corporate Drive, Suite 268, Stafford, Texas 77477, USA","99,998","099,998","Đầu tư, kinh doanh các sản phẩm màng mỏng và các sản phẩm nhựa khác",,,99.998,99.998,
9,9,9,"AFC EcoPlastics, LLC. (iii)","PO Box 1831 Austin, Texas 78767, USA.","74,998",75,Kinh doanh hạt nhựa,,,74.998,75.0,
