row_label_raw,row_label_full,col_0,Trang,numeric__Trang
,,,1 - 2,
Thông tin chung,Thông tin chung,Thông tin chung,3 - 4,
Báo cáo của Ban Tổng Giám đốc,Báo cáo của Ban Tổng Giám đốc,Báo cáo của Ban Tổng Giám đốc,5 - 6,
Báo cáo kiểm toán độc lập,Báo cáo kiểm toán độc lập,Báo cáo kiểm toán độc lập,7 - 8,
Băng cân đối kế toán riêng,Báo cáo kiểm toán độc lập > Băng cân đối kế toán riêng,Băng cân đối kế toán riêng,9,9.0
Báo cáo kết quả hoạt động kinh doanh riêng,Báo cáo kết quả hoạt động kinh doanh riêng,Báo cáo kết quả hoạt động kinh doanh riêng,10 - 11,
Báo cáo lưu chuyển tiền tệ riêng,Báo cáo lưu chuyển tiền tệ riêng,Báo cáo lưu chuyển tiền tệ riêng,12 - 52,
Thuyết minh báo cáo tài chính riêng,Thuyết minh báo cáo tài chính riêng,Thuyết minh báo cáo tài chính riêng,,
