row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí nhân viên bán hàng,Chi phí bán hàng > Chi phí nhân viên bán hàng,Chi phí nhân viên bán hàng,4.585.012.726,5.216.651.818,4585012726.0,5216651818.0
Chi phí khấu hao tài sản cố định,Chi phí bán hàng > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,11.946.091.621,12.689.268.683,11946091621.0,12689268683.0
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,279.915.107.504,87.071.117.960,279915107504.0,87071117960.0
Chi phí khác,Chi phí bán hàng > Chi phí khác,Chi phí khác,1.197.278.905,7.083.232.691,1197278905.0,7083232691.0
TỔNG CỘNG,Chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,297.643.490.756,112.060.271.152,297643490756.0,112060271152.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí nhân viên quản lý,Chi phí quản lý doanh nghiệp > Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,20.188.938.208,19.667.272.293,20188938208.0,19667272293.0
Chi phí khấu hao tài sản cố định,Chi phí quản lý doanh nghiệp > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,15.069.056.856,16.204.412.318,15069056856.0,16204412318.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,15.797.001.113,21.224.916.106,15797001113.0,21224916106.0
Chi phí nguyên vật liệu,Chi phí quản lý doanh nghiệp > Chi phí nguyên vật liệu,Chi phí nguyên vật liệu,696.676.881,719.078.756,696676881.0,719078756.0
Chi phí khác,Chi phí quản lý doanh nghiệp > Chi phí khác,Chi phí khác,6.668.748.556,7.960.995.624,6668748556.0,7960995624.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,58.420.421.614,65.776.675.097,58420421614.0,65776675097.0
