row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,23.1,5.130.176.596.375,4.420.544.498.130,,231.0,5130176596375.0,4420544498130.0
02,02,02,2. Các khoản giảm trừ doanh thu,23.1,(1.072.775.739),(203.518.176),,231.0,-1072775739.0,-203518176.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,23.1,5.129.103.820.636,4.420.340.979.954,,231.0,5129103820636.0,4420340979954.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,24,(4.568.904.620.411),(3.967.631.838.667),,24.0,-4568904620411.0,-3967631838667.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,560.199.200.225,452.709.141.287,,,560199200225.0,452709141287.0
21,21,21,6. Doanh thu hoạt động tài chính,23.2,163.635.798.834,92.151.767.196,,232.0,163635798834.0,92151767196.0
22,22,22,7. Chi phí tài chính Trong đó. Chi phí lãi vay (không bao gồm chi phí phát hành trái phiếu),25,(140.174.479.225),(153.452.557.050),,25.0,-140174479225.0,-153452557050.0
23,23,23,7. Chi phí tài chính Trong đó. Chi phí lãi vay (không bao gồm chi phí phát hành trái phiếu),25,(97.208.591.399),(132.516.357.430),,25.0,-97208591399.0,-132516357430.0
25,25,25,8. Chi phí bán hàng,26,(297.643.490.756),(112.060.271.152),,26.0,-297643490756.0,-112060271152.0
26,26,26,9. Chi phí quản lý doanh nghiệp,26,(58.420.421.614),(65.776.675.097),,26.0,-58420421614.0,-65776675097.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,227.596.607.464,213.571.405.184,,,227596607464.0,213571405184.0
31,31,31,11. Thu nhập khác,,3.011.246.415,3.420.207.422,,,3011246415.0,3420207422.0
32,32,32,12. Chi phí khác,,(3.080.376.541),(3.827.712.030),,,-3080376541.0,-3827712030.0
40,40,40,13. Lỗ khác,,(69.130.126),(407.504.608),,,-69130126.0,-407504608.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,227.527.477.338,213.163.900.576,,,227527477338.0,213163900576.0
51,51,51,15. Chi phí thuế TNDN hiện hành,28.1,(39.789.270.057),(25.006.847.013),,281.0,-39789270057.0,-25006847013.0
50,50,50,16. Lợi nhuận sau thuế TNDN,,187.738.207.281,188.157.053.563,,,187738207281.0,188157053563.0
