row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Doanh thu bán hàng và cung cấp dịch vụ,76.190.872.254,1.907.478.171,,,76190872254.0,1907478171.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Nhận góp vốn,-,420.000.000.000,,,,420000000000.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Trả cổ tức,75.309.822.000,56.152.825.000,,,75309822000.0,56152825000.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Chuyển nhượng cổ phần,-,58.100.000.000,,,,58100000000.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Nhận chuyển nhượng cổ phần,57.569.388.977,-,,,57569388977.0,
Công ty An Thành,Công ty An Thành,Công ty An Thành,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,718.089.672.508,867.319.448.817,,,718089672508.0,867319448817.0
Công ty An Thành,Công ty An Thành,Công ty An Thành,Công ty con,Mua hàng hóa dịch vụ,140.999.918.941,115.281.271.462,,,140999918941.0,115281271462.0
Công ty An Thành,Công ty An Thành,Công ty An Thành,Công ty con,Cổ tức,9.360.000.000,4.800.000.000,,,9360000000.0,4800000000.0
Công ty An Thành Singapore,Công ty An Thành Singapore,Công ty An Thành Singapore,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,273.790.008.938,80.989.330.483,,,273790008938.0,80989330483.0
Công ty An Thành Singapore,Công ty An Thành Singapore,Công ty An Thành Singapore,Công ty con,Mua hàng hóa dịch vụ,25.217.079.175,-,,,25217079175.0,
Công ty An Vinh,Công ty An Vinh,Công ty An Vinh,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,135.696.993.686,55.790.724.233,,,135696993686.0,55790724233.0
Công ty An Vinh,Công ty An Vinh,Công ty An Vinh,Công ty con,Mua hàng hóa dịch vụ,2.275.092.773,3.748.042.537,,,2275092773.0,3748042537.0
Công ty An Vinh,Công ty An Vinh,Công ty An Vinh,Công ty con,Lãi cho vay,-,642.739.726,,,,642739726.0
Công ty An Vinh,Công ty An Vinh,Công ty An Vinh,Công ty con,Thu tiền về cho vay,-,56.000.000.000,,,,56000000000.0
Công ty An Tiến,Công ty An Tiến,Công ty An Tiến,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,28.657.798.540,52.128.992.732,,,28657798540.0,52128992732.0
Công ty An Tiến,Công ty An Tiến,Công ty An Tiến,Công ty con,Mua hàng hóa dịch vụ,32.227.434.220,72.387.985.960,,,32227434220.0,72387985960.0
