row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Đơn vị tính: VND Số đầu năm,Đơn vị tính: VND Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Đơn vị tính: VND Số đầu năm,numeric__Đơn vị tính: VND Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Hàng mua đang đi đường,Hàng mua đang đi đường,Hàng mua đang đi đường,82.128.105.188,-,45.856.700.000,-,82128105188.0,,45856700000.0,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,215.555.051.006,-,214.865.233.766,-,215555051006.0,,214865233766.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",21.122.378.636,-,17.774.746.479,-,21122378636.0,,17774746479.0,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,6.259.366.872,-,4.970.734.580,-,6259366872.0,,4970734580.0,
Thành phẩm,Thành phẩm,Thành phẩm,108.225.804.443,-,106.760.604.238,-,108225804443.0,,106760604238.0,
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,38.807.445.524,,27.010.813.332,,38807445524.0,,27010813332.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,472.098.151.669,-,417.238.832.395,-,472098151669.0,,417238832395.0,
