row_label_raw,row_label_full,Tên,Địa chỉ,Ngành nghề kinh doanh,Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết (%),numeric__Địa chỉ,numeric__Ngành nghề kinh doanh,numeric__Tỷ lệ lợi ích (%),numeric__Tỷ lệ quyền biểu quyết (%)
- Công ty cổ phần Dịch vụ Ô tô Thành phố Mới Bình Dương,- Công ty cổ phần Dịch vụ Ô tô Thành phố Mới Bình Dương,- Công ty cổ phần Dịch vụ Ô tô Thành phố Mới Bình Dương,Hồ Chí Minh,Dịch vụ thương mại,"42,97%","94,00%",,,0.42969999999999997,0.94
- Công ty cổ phần Ô tô Sao Tây Nam,- Công ty cổ phần Ô tô Sao Tây Nam,- Công ty cổ phần Ô tô Sao Tây Nam,Cần Thơ,Dịch vụ thương mại,"35,92%","70,00%",,,0.3592,0.7
- Công ty cổ phần Đầu tư Phát triển Savico Miền Nam,- Công ty cổ phần Đầu tư Phát triển Savico Miền Nam,- Công ty cổ phần Đầu tư Phát triển Savico Miền Nam,Hồ Chí Minh,Kinh doanh BĐS,"50,29%","98,00%",,,0.5029,0.98
- Công ty cổ phần Ô tô New Energy,- Công ty cổ phần Ô tô New Energy,- Công ty cổ phần Ô tô New Energy,Hồ Chí Minh,Dịch vụ thương mại,"26,17%","51,00%",,,0.26170000000000004,0.51
- Công ty cổ phần Bến Thành Ô tô,- Công ty cổ phần Bến Thành Ô tô,- Công ty cổ phần Bến Thành Ô tô,Hồ Chí Minh,Dịch vụ thương mại,"22,62%","77,20%",,,0.2262,0.772
- Công ty cổ phần Đầu tư Thương mại Dịch vụ Sài Gòn Ô tô Cần Thơ,- Công ty cổ phần Đầu tư Thương mại Dịch vụ Sài Gòn Ô tô Cần Thơ,- Công ty cổ phần Đầu tư Thương mại Dịch vụ Sài Gòn Ô tô Cần Thơ,Cần Thơ,Dịch vụ thương mại,"25,40%","92,78%",,,0.254,0.9278
- Công ty TNHH FX Auto,- Công ty TNHH FX Auto,- Công ty TNHH FX Auto,Hồ Chí Minh,Dịch vụ thương mại,"15,43%","57,26%",,,0.1543,0.5726
- Công ty cổ phần Đầu tư Thương mại Dịch vụ Ô tô Tân Phú,- Công ty cổ phần Đầu tư Thương mại Dịch vụ Ô tô Tân Phú,- Công ty cổ phần Đầu tư Thương mại Dịch vụ Ô tô Tân Phú,Hồ Chí Minh,Dịch vụ thương mại,"19,76%","81,05%",,,0.19760000000000003,0.8105
- Công ty TNHH Toyota Long Biên,- Công ty TNHH Toyota Long Biên,- Công ty TNHH Toyota Long Biên,Hà Nội,Dịch vụ thương mại,"64,29%","100,00%",,,0.6429,1.0
- Công ty TNHH Đầu tư và Dịch vụ Ô tô Hải Dương,- Công ty TNHH Đầu tư và Dịch vụ Ô tô Hải Dương,- Công ty TNHH Đầu tư và Dịch vụ Ô tô Hải Dương,Hải Phòng,Dịch vụ thương mại,"32,79%","51,00%",,,0.32789999999999997,0.51
- Công ty cổ phần Ô tô Sông Hàn,- Công ty cổ phần Ô tô Sông Hàn,- Công ty cổ phần Ô tô Sông Hàn,Đà Nẵng,Dịch vụ thương mại,"18,32%","51,00%",,,0.1832,0.51
- Công ty cổ phần Ô tô Bình Định,- Công ty cổ phần Ô tô Bình Định,- Công ty cổ phần Ô tô Bình Định,Gia Lai,Dịch vụ thương mại,"37,29%","71,00%",,,0.3729,0.71
- Công ty cổ phần Hưng Thịnh Ô tô,- Công ty cổ phần Hưng Thịnh Ô tô,- Công ty cổ phần Hưng Thịnh Ô tô,Đà Nẵng,Dịch vụ thương mại,"19,76%","55,00%",,,0.19760000000000003,0.55
- Công ty TNHH MTV Ô tô Gia Lai,- Công ty TNHH MTV Ô tô Gia Lai,- Công ty TNHH MTV Ô tô Gia Lai,Gia Lai,Dịch vụ thương mại,"18,32%","100,00%",,,0.1832,1.0
- Công ty cổ phần Ô tô Kon Tum,- Công ty cổ phần Ô tô Kon Tum,- Công ty cổ phần Ô tô Kon Tum,Quảng Ngãi,Dịch vụ thương mại,"18,15%","99,09%",,,0.1815,0.9909
- Công ty TNHH MTV Ô tô Sơn Trà,- Công ty TNHH MTV Ô tô Sơn Trà,- Công ty TNHH MTV Ô tô Sơn Trà,Đà Nẵng,Dịch vụ thương mại,"18,32%","100,00%",,,0.1832,1.0
- Công ty cổ phần Ô tô Đại Thịnh,- Công ty cổ phần Ô tô Đại Thịnh,- Công ty cổ phần Ô tô Đại Thịnh,Đà Nẵng,Dịch vụ thương mại,"28,74%","80,00%",,,0.2874,0.8
- Công ty cổ phần Ô tô Sài Gòn Long An,- Công ty cổ phần Ô tô Sài Gòn Long An,- Công ty cổ phần Ô tô Sài Gòn Long An,Tây Ninh,Dịch vụ thương mại,"33,87%","99,00%",,,0.3387,0.99
- Công ty cổ phần Ô tô Sài Gòn Tây Ninh,- Công ty cổ phần Ô tô Sài Gòn Tây Ninh,- Công ty cổ phần Ô tô Sài Gòn Tây Ninh,Tây Ninh,Dịch vụ thương mại,"17,57%","72,40%",,,0.1757,0.7240000000000001
- Công ty TNHH Ô tô Đà Nẵng,- Công ty TNHH Ô tô Đà Nẵng,- Công ty TNHH Ô tô Đà Nẵng,Đà Nẵng,Dịch vụ thương mại,"17,96%","55,00%",,,0.1796,0.55
- Công ty TNHH Ô tô Quảng Nam,- Công ty TNHH Ô tô Quảng Nam,- Công ty TNHH Ô tô Quảng Nam,Đà Nẵng,Dịch vụ thương mại,"17,96%","100,00%",,,0.1796,1.0
- Công ty cổ phần Ô tô Âu Việt,- Công ty cổ phần Ô tô Âu Việt,- Công ty cổ phần Ô tô Âu Việt,Đà Nẵng,Dịch vụ thương mại,"29,52%","65,00%",,,0.2952,0.65
- Công ty TNHH MTV DVTM Đầu tư Ô tô Kiên Giang,- Công ty TNHH MTV DVTM Đầu tư Ô tô Kiên Giang,- Công ty TNHH MTV DVTM Đầu tư Ô tô Kiên Giang,An Giang,Dịch vụ thương mại,"35,92%","100,00%",,,0.3592,1.0
- Công ty cổ phần Savico Kỳ Nguyên Mới,- Công ty cổ phần Savico Kỳ Nguyên Mới,- Công ty cổ phần Savico Kỳ Nguyên Mới,Ninh Bình,Dịch vụ thương mại,"64,29%","100,00%",,,0.6429,1.0
- Công ty TNHH Đầu tư và Phát triển SVC Miền Bắc,- Công ty TNHH Đầu tư và Phát triển SVC Miền Bắc,- Công ty TNHH Đầu tư và Phát triển SVC Miền Bắc,Hà Nội,Dịch vụ thương mại,"58,52%","91,03%",,,0.5852,0.9103
- Công ty cổ phần Carpla,- Công ty cổ phần Carpla,- Công ty cổ phần Carpla,Hà Nội,Dịch vụ thương mại,"65,79%","100,00%",,,0.6579,1.0
