row_label_raw,row_label_full,- Ông Vũ Đình Độ,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
- Ông Hồ Việt Hà,- Ông Hồ Việt Hà,- Ông Hồ Việt Hà,Phó Chủ tịch,,,
- Ông Nguyễn Danh Hiếu,- Ông Nguyễn Danh Hiếu,- Ông Nguyễn Danh Hiếu,Phó Chủ tịch,,,
- Ông Nguyễn Thế Minh,- Ông Nguyễn Thế Minh,- Ông Nguyễn Thế Minh,Phó Chủ tịch,,,
- Ông Trần Đức Huy,- Ông Trần Đức Huy,- Ông Trần Đức Huy,Phó Chủ tịch (thành viên độc lập),Miễn nhiệm ngày 26/05/2025,,
- Ông Ngô Đức Vũ,- Ông Ngô Đức Vũ,- Ông Ngô Đức Vũ,Phó Chủ tịch,Bổ nhiệm TV HĐQT ngày 26/05/2025,,
- Bà Phan Thị Thu Thảo,- Bà Phan Thị Thu Thảo,- Bà Phan Thị Thu Thảo,Thành viên,,,
- Ông Đình Đức Tùng,- Ông Đình Đức Tùng,- Ông Đình Đức Tùng,Thành viên,Miễn nhiệm ngày 26/05/2025,,
- Bà Đàm Bích Thủy,- Bà Đàm Bích Thủy,- Bà Đàm Bích Thủy,Thành viên độc lập,,,
- Ông Bùi Quang Bách,- Ông Bùi Quang Bách,- Ông Bùi Quang Bách,Thành viên độc lập,,,
