row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,,116.246.985.988,103.197.914.251,,1.0,,116246985988.0,103197914251.0
2.,2.,2.,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,,
-,2. > -,-,Khấu hao tài sản cố định và bất động sản đầu tư,02,,30.004.614.155,28.545.331.786,,2.0,,30004614155.0,28545331786.0
-,2. > -,-,Các khoản dự phòng,03,,(4.284.334.631),(863.481.694),,3.0,,-4284334631.0,-863481694.0
-,2. > -,-,"Lãi, lỗ từ hoạt động đầu tư",05,,(197.765.039.532),(267.468.758.322),,5.0,,-197765039532.0,-267468758322.0
-,2. > -,-,Chi phí lãi vay,06,,188.287.307.157,27.766.887.898,,6.0,,188287307157.0,27766887898.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,132.489.533.137,(108.822.106.081),,8.0,,132489533137.0,-108822106081.0
-,2. > -,-,"Tăng, giảm các khoản phải thu",09,,75.670.143.911,(147.555.338.291),,9.0,,75670143911.0,-147555338291.0
-,2. > -,-,"Tăng, giảm hàng tồn kho",10,,86.759.759.973,(17.401.341.823),,10.0,,86759759973.0,-17401341823.0
-,2. > -,-,"Tăng, giảm các khoản phải trả",11,,(166.624.559.047),476.500.234.416,,11.0,,-166624559047.0,476500234416.0
-,2. > -,-,"Tăng, giảm chi phí trả trước",12,,10.812.567.889,10.492.474.993,,12.0,,10812567889.0,10492474993.0
-,2. > -,-,Tiền lãi vay đã trả,14,,(119.108.440.847),(24.621.741.016),,14.0,,-119108440847.0,-24621741016.0
-,2. > -,-,Thuế thu nhập doanh nghiệp đã nộp,15,,(77.555.076.353),(41.073.296.577),,15.0,,-77555076353.0,-41073296577.0
-,2. > -,-,Tiền chi khác cho hoạt động kinh doanh,17,,(312.900.000),(153.000.000),,17.0,,-312900000.0,-153000000.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,(57.868.971.337),147.365.885.621,,20.0,,-57868971337.0,147365885621.0
II.,II.,II.,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1.,II. > 1.,1.,"Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,,(9.524.713.934),(41.621.532.664),,21.0,,-9524713934.0,-41621532664.0
2.,II. > 2.,2.,"Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",22,,523.200.619,332.727.273,,22.0,,523200619.0,332727273.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,,(3.118.605.393.693),(3.522.627.600.928),,23.0,,-3118605393693.0,-3522627600928.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,2.454.427.283.699,2.110.350.320.901,,24.0,,2454427283699.0,2110350320901.0
5.,II. > 5.,5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,,(3.207.735.060.000),-,,25.0,,-3207735060000.0,
6.,II. > 6.,6.,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,162.000.000.000,648.908.656.000,,26.0,,162000000000.0,648908656000.0
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,,292.250.194.200,113.752.287.799,,27.0,,292250194200.0,113752287799.0
,,,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(3.426.664.489.109),(690.905.141.619),,30.0,,-3426664489109.0,-690905141619.0
