row_label_raw,row_label_full,Vay và nợ thuê tài chính ngắn hạn,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,8.000.000.000,8.000.000.000,386.600.000.000,386.600.000.000,8.000.000.000,8.000.000.000,8000000000.0,8000000000.0,386600000000.0,386600000000.0,8000000000.0,8000000000.0
Vay bên liên quan,Vay bên liên quan,Vay bên liên quan,-,-,354.600.000.000,354.600.000.000,-,-,,,354600000000.0,354600000000.0,,
Vay ngân hàng (i),Vay ngân hàng (i),Vay ngân hàng (i),8.000.000.000,8.000.000.000,32.000.000.000,32.000.000.000,8.000.000.000,8.000.000.000,8000000000.0,8000000000.0,32000000000.0,32000000000.0,8000000000.0,8000000000.0
Nợ dài hạn đến hạn trả,Nợ dài hạn đến hạn trả,Nợ dài hạn đến hạn trả,63.920.000.000,63.920.000.000,128.335.600.000,63.920.000.000,128.335.600.000,128.335.600.000,63920000000.0,63920000000.0,128335600000.0,63920000000.0,128335600000.0,128335600000.0
Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,32.240.000.000,32.240.000.000,41.215.600.000,32.240.000.000,41.215.600.000,41.215.600.000,32240000000.0,32240000000.0,41215600000.0,32240000000.0,41215600000.0,41215600000.0
Vay bên liên quan,Vay bên liên quan,Vay bên liên quan,31.680.000.000,31.680.000.000,87.120.000.000,31.680.000.000,87.120.000.000,87.120.000.000,31680000000.0,31680000000.0,87120000000.0,31680000000.0,87120000000.0,87120000000.0
Cộng,Cộng,Cộng,71.920.000.000,71.920.000.000,514.935.600.000,450.520.000.000,136.335.600.000,136.335.600.000,71920000000.0,71920000000.0,514935600000.0,450520000000.0,136335600000.0,136335600000.0
