row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > 10.631.306.268,Số phải nộp trong năm > 55.353.085.475,Số đã nộp trong năm > 52.349.698.720,Số cuối năm > 13.634.693.023,numeric__Số đầu năm > 10.631.306.268,numeric__Số phải nộp trong năm > 55.353.085.475,numeric__Số đã nộp trong năm > 52.349.698.720,numeric__Số cuối năm > 13.634.693.023
Thuế thu nhập doanh nghiệp (i),Thuế thu nhập doanh nghiệp (i),Thuế thu nhập doanh nghiệp (i),98.302.945.681,78.720.369.497,77.555.076.353,99.468.238.825,98302945681.0,78720369497.0,77555076353.0,99468238825.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,480.431.804,5.505.160.330,5.596.277.600,389.314.534,480431804.0,5505160330.0,5596277600.0,389314534.0
"Các khoản phí, lệ phí và các khoản phải nộp khác","Các khoản phí, lệ phí và các khoản phải nộp khác","Các khoản phí, lệ phí và các khoản phải nộp khác",-,11.224.304.912,11.224.304.912,-,,11224304912.0,11224304912.0,
Cộng,Cộng,Cộng,109.414.683.753,150.802.920.214,146.725.357.585,113.492.246.382,109414683753.0,150802920214.0,146725357585.0,113492246382.0
