row_label_raw,row_label_full,col_0,Giá gốc,Dự phòng,Giá trị có thể thu hồi,Giá gốc_1,Dự phòng_1,Giá trị có thể thu hồi_1,numeric__Giá gốc,numeric__Dự phòng,numeric__Giá trị có thể thu hồi,numeric__Giá gốc_1,numeric__Dự phòng_1,numeric__Giá trị có thể thu hồi_1
"Ban QLDA cải tạo, nâng cấp đường cứu hộ đề bối sông Luộc Hưng Yên","Ban QLDA cải tạo, nâng cấp đường cứu hộ đề bối sông Luộc Hưng Yên","Ban QLDA cải tạo, nâng cấp đường cứu hộ đề bối sông Luộc Hưng Yên",-,-,-,2.283.781.000,2.283.781.000,-,,,,2283781000.0,2283781000.0,
Cá nhân 1 (*),Cá nhân 1 (*),Cá nhân 1 (*),-,-,-,1.517.112.747,1.067.050.662,450.062.085,,,,1517112747.0,1067050662.0,450062085.0
Cá nhân 2 (**),Cá nhân 2 (**),Cá nhân 2 (**),-,-,-,1.293.418.733,513.448.468,779.970.265,,,,1293418733.0,513448468.0,779970265.0
Công ty Cổ phần Tasco Trường Sơn,Công ty Cổ phần Tasco Trường Sơn,Công ty Cổ phần Tasco Trường Sơn,5.734.455.753,5.734.455.753,-,5.734.455.753,5.734.455.753,-,5734455753.0,5734455753.0,,5734455753.0,5734455753.0,
Công ty cổ phần Xây lắp Thành Nam,Công ty cổ phần Xây lắp Thành Nam,Công ty cổ phần Xây lắp Thành Nam,3.288.161.665,2.919.628.808,368.532.857,3.288.161.665,2.919.628.808,368.532.857,3288161665.0,2919628808.0,368532857.0,3288161665.0,2919628808.0,368532857.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,3.450.909.132,3.382.187.932,68.721.200,16.488.091.272,15.500.313.917,987.777.355,3450909132.0,3382187932.0,68721200.0,16488091272.0,15500313917.0,987777355.0
Cộng,Cộng,Cộng,12.473.526.550,12.036.272.493,437.254.057,30.605.021.170,28.018.678.608,2.586.342.562,12473526550.0,12036272493.0,437254057.0,30605021170.0,28018678608.0,2586342562.0
