row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ
Vay dài hạn,Vay dài hạn,Vay dài hạn,592.973.714.155,592.973.714.155,1.764.480.000.000,140.802.266.672,2.216.651.447.483,2.216.651.447.483,592973714155.0,592973714155.0,1764480000000.0,140802266672.0,2216651447483.0,2216651447483.0
Vay ngân hàng (i),Vay ngân hàng (i),Vay ngân hàng (i),28.288.600.000,28.288.600.000,1.204.480.000.000,61.215.600.000,1.171.553.000.000,1.171.553.000.000,28288600000.0,28288600000.0,1204480000000.0,61215600000.0,1171553000000.0,1171553000000.0
Vay bên liên quan (ii),Vay bên liên quan (ii),Vay bên liên quan (ii),87.120.000.000,87.120.000.000,560.000.000.000,87.120.000.000,560.000.000.000,560.000.000.000,87120000000.0,87120000000.0,560000000000.0,87120000000.0,560000000000.0,560000000000.0
Trái phiếu (iii),Trái phiếu (iii),Trái phiếu (iii),477.565.114.155,477.565.114.155,-,(7.533.333.328),485.098.447.483,485.098.447.483,477565114155.0,477565114155.0,,-7533333328.0,485098447483.0,485098447483.0
Mệnh giá trái phiếu,Mệnh giá trái phiếu,Mệnh giá trái phiếu,500.000.000.000,500.000.000.000,-,-,500.000.000.000,500.000.000.000,500000000000.0,500000000000.0,,,500000000000.0,500000000000.0
Chi phí phát hành,Chi phí phát hành,Chi phí phát hành,22.434.885.845,22.434.885.845,-,7.533.333.328,14.901.552.517,14.901.552.517,22434885845.0,22434885845.0,,7533333328.0,14901552517.0,14901552517.0
Cộng,Cộng,Cộng,592.973.714.155,592.973.714.155,1.764.480.000.000,140.802.266.672,2.216.651.447.483,2.216.651.447.483,592973714155.0,592973714155.0,1764480000000.0,140802266672.0,2216651447483.0,2216651447483.0
