row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty cổ phần Tasco Nam Thái,Công ty cổ phần Tasco Nam Thái,Công ty cổ phần Tasco Nam Thái,Công ty con gián tiếp,
Công ty TNHH MTV Tasco 6,Công ty TNHH MTV Tasco 6,Công ty TNHH MTV Tasco 6,Công ty con gián tiếp,
Công ty TNHH MTV Tasco Quảng Bình,Công ty TNHH MTV Tasco Quảng Bình,Công ty TNHH MTV Tasco Quảng Bình,Công ty con gián tiếp,
Công ty TNHH MTV Tasco Hải Phòng,Công ty TNHH MTV Tasco Hải Phòng,Công ty TNHH MTV Tasco Hải Phòng,Công ty con gián tiếp,
Công ty cổ phần VETC,Công ty cổ phần VETC,Công ty cổ phần VETC,Công ty con,
Công ty TNHH thu phí tự động VETC,Công ty TNHH thu phí tự động VETC,Công ty TNHH thu phí tự động VETC,Công ty con gián tiếp,
Công ty TNHH Tasco Land,Công ty TNHH Tasco Land,Công ty TNHH Tasco Land,Công ty con,
Công ty TNHH Bảo hiểm Tasco,Công ty TNHH Bảo hiểm Tasco,Công ty TNHH Bảo hiểm Tasco,Công ty con,
Công ty TNHH MTV Tasco BOT,Công ty TNHH MTV Tasco BOT,Công ty TNHH MTV Tasco BOT,Công ty con,
Công ty cổ phần Tasco Auto,Công ty cổ phần Tasco Auto,Công ty cổ phần Tasco Auto,Công ty con,
Công ty cổ phần Dịch vụ Tổng hợp Sài Gòn,Công ty cổ phần Dịch vụ Tổng hợp Sài Gòn,Công ty cổ phần Dịch vụ Tổng hợp Sài Gòn,Công ty con gián tiếp,
Công ty TNHH Ô tô Bắc Âu Hà Nội,Công ty TNHH Ô tô Bắc Âu Hà Nội,Công ty TNHH Ô tô Bắc Âu Hà Nội,Công ty con gián tiếp,
Công ty cổ phần Carpla,Công ty cổ phần Carpla,Công ty cổ phần Carpla,Công ty con gián tiếp,
Công ty TNHH Dịch vụ ô tô Carpla,Công ty TNHH Dịch vụ ô tô Carpla,Công ty TNHH Dịch vụ ô tô Carpla,Công ty con gián tiếp,
Công ty TNHH Toyota Giải Phóng,Công ty TNHH Toyota Giải Phóng,Công ty TNHH Toyota Giải Phóng,Công ty con gián tiếp,
Công ty TNHH Toyota Long Biên,Công ty TNHH Toyota Long Biên,Công ty TNHH Toyota Long Biên,Công ty con gián tiếp,
Công ty cổ phần Savico Hà Nội,Công ty cổ phần Savico Hà Nội,Công ty cổ phần Savico Hà Nội,Công ty con gián tiếp,
Công ty TNHH New Energy Holdings,Công ty TNHH New Energy Holdings,Công ty TNHH New Energy Holdings,Công ty con gián tiếp,
Công ty TNHH Toyota Lý Thường Kiệt,Công ty TNHH Toyota Lý Thường Kiệt,Công ty TNHH Toyota Lý Thường Kiệt,Công ty con gián tiếp,
