row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2024VND,2023VND,,
Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm,,
Bán nguyên vật liệu,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm > Bán nguyên vật liệu,Bán nguyên vật liệu,4.015.800,7.261.800,4015800.0,7261800.0
Doanh thu khác,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm > Doanh thu khác,Doanh thu khác,2.086.980.805,-,2086980805.0,
Mua hàng hóa,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm > Mua hàng hóa,Mua hàng hóa,4.246.967.160,5.370.399.760,4246967160.0,5370399760.0
Mua vật liệu bao bì,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm > Mua vật liệu bao bì,Mua vật liệu bao bì,-,17.220.000,,17220000.0
Hỗ trợ chi phí bán hàng,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm > Hỗ trợ chi phí bán hàng,Hỗ trợ chi phí bán hàng,307.841.167.594,336.295.373.462,307841167594.0,336295373462.0
Chi phí vật phẩm quảng cáo,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm > Chi phí vật phẩm quảng cáo,Chi phí vật phẩm quảng cáo,9.113.989.842,10.364.524.210,9113989842.0,10364524210.0
Thu nhập từ cổ tức,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm > Thu nhập từ cổ tức,Thu nhập từ cổ tức,41.630.111.017,93.133.473.353,41630111017.0,93133473353.0
Giao dịch khác,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm > Giao dịch khác,Giao dịch khác,738.660.882,3.102.062.157,738660882.0,3102062157.0
Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên,,
Doanh thu khác,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên > Doanh thu khác,Doanh thu khác,3.049.255.600,-,3049255600.0,
Hỗ trợ chi phí bán hàng,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên > Hỗ trợ chi phí bán hàng,Hỗ trợ chi phí bán hàng,143.699.808.689,151.034.289.414,143699808689.0,151034289414.0
Chi phí vật phẩm quảng cáo,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên > Chi phí vật phẩm quảng cáo,Chi phí vật phẩm quảng cáo,8.708.244.129,7.943.370.913,8708244129.0,7943370913.0
Thu nhập từ cổ tức,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên > Thu nhập từ cổ tức,Thu nhập từ cổ tức,43.147.718.948,62.184.664.306,43147718948.0,62184664306.0
Giao dịch khác,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên > Giao dịch khác,Giao dịch khác,2.061.157.057,1.527.312.946,2061157057.0,1527312946.0
Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông,,
Doanh thu khác,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông > Doanh thu khác,Doanh thu khác,3.003.301.684,-,3003301684.0,
Mua hàng hóa,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông > Mua hàng hóa,Mua hàng hóa,16.302.180,171.433.860,16302180.0,171433860.0
Hỗ trợ chi phí bán hàng,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông > Hỗ trợ chi phí bán hàng,Hỗ trợ chi phí bán hàng,211.693.444.461,213.945.143.095,211693444461.0,213945143095.0
Chi phí vật phẩm quảng cáo,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông > Chi phí vật phẩm quảng cáo,Chi phí vật phẩm quảng cáo,12.371.661.567,13.194.332.129,12371661567.0,13194332129.0
Thu nhập từ cổ tức,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông > Thu nhập từ cổ tức,Thu nhập từ cổ tức,121.812.174.000,149.319.432.900,121812174000.0,149319432900.0
Giao dịch khác,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông > Giao dịch khác,Giao dịch khác,1.214.366.003,1.377.230.523,1214366003.0,1377230523.0
Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền,,
Bán nguyên vật liệu,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền > Bán nguyên vật liệu,Bán nguyên vật liệu,-,5.586.191,,5586191.0
Doanh thu khác,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền > Doanh thu khác,Doanh thu khác,2.876.205.892,-,2876205892.0,
Mua hàng hoá,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền > Mua hàng hoá,Mua hàng hoá,-,60.801.400,,60801400.0
Hỗ trợ chi phí bán hàng,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền > Hỗ trợ chi phí bán hàng,Hỗ trợ chi phí bán hàng,143.700.213.135,212.502.334.102,143700213135.0,212502334102.0
Chi phí vật phẩm quảng cáo,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền > Chi phí vật phẩm quảng cáo,Chi phí vật phẩm quảng cáo,10.070.556.399,10.981.369.700,10070556399.0,10981369700.0
Thu nhập từ cổ tức,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền > Thu nhập từ cổ tức,Thu nhập từ cổ tức,71.942.400.000,100.080.000.000,71942400000.0,100080000000.0
Giao dịch khác,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền > Giao dịch khác,Giao dịch khác,2.394.948.445,1.399.080.717,2394948445.0,1399080717.0
Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung,,
Doanh thu khác,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung > Doanh thu khác,Doanh thu khác,2.527.474.024,-,2527474024.0,
Mua hàng hóa,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung > Mua hàng hóa,Mua hàng hóa,-,340.459.480,,340459480.0
Hỗ trợ chi phí bán hàng,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung > Hỗ trợ chi phí bán hàng,Hỗ trợ chi phí bán hàng,65.148.545.906,89.370.293.882,65148545906.0,89370293882.0
Chi phí vật phẩm quảng cáo,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung > Chi phí vật phẩm quảng cáo,Chi phí vật phẩm quảng cáo,6.701.433.490,8.804.028.306,6701433490.0,8804028306.0
Giao dịch khác,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung > Giao dịch khác,Giao dịch khác,1.239.537.827,1.474.821.471,1239537827.0,1474821471.0
