row_label_raw,row_label_full,Tên công ty,31/12/2024 > % sở hữu và quyền biểu quyết,31/12/2024 > Giá gốc VND,31/12/2024 > Giá trị hợp lý VND,31/12/2024 > Dự phòng VND,1/1/2024 > % sở hữu và quyền biểu quyết,1/1/2024 > Giá gốc VND,1/1/2024 > Giá trị hợp lý VND,1/1/2024 > Dự phòng VND,numeric__31/12/2024 > % sở hữu và quyền biểu quyết,numeric__31/12/2024 > Giá gốc VND,numeric__31/12/2024 > Giá trị hợp lý VND,numeric__31/12/2024 > Dự phòng VND,numeric__1/1/2024 > % sở hữu và quyền biểu quyết,numeric__1/1/2024 > Giá gốc VND,numeric__1/1/2024 > Giá trị hợp lý VND,numeric__1/1/2024 > Dự phòng VND
Công ty Cổ phần Thương mại Bia Sải Gòn Tây Nguyên,Công ty Cổ phần Thương mại Bia Sải Gòn Tây Nguyên,Công ty Cổ phần Thương mại Bia Sải Gòn Tây Nguyên,"90,00%",36.541.448.653,(*),-,"90,00%",36.541.448.653,(*),-,0.9,36541448653.0,,,0.9,36541448653.0,,
Công ty Cổ phần Thương mại Bia Sải Gòn Nam Trung Bộ,Công ty Cổ phần Thương mại Bia Sải Gòn Nam Trung Bộ,Công ty Cổ phần Thương mại Bia Sải Gòn Nam Trung Bộ,"90,14%",55.799.775.209,(*),-,"90,14%",55.799.775.209,(*),-,0.9014,55799775209.0,,,0.9014,55799775209.0,,
Công ty Cổ phần Thương mại Bia Sải Gòn Miễn Đông,Công ty Cổ phần Thương mại Bia Sải Gòn Miễn Đông,Công ty Cổ phần Thương mại Bia Sải Gòn Miễn Đông,"90,68%",36.362.195.948,(*),-,"90,68%",36.362.195.948,(*),-,0.9068,36362195948.0,,,0.9068,36362195948.0,,
Công ty Cổ phần Thương mại Bia Sải Gòn Sống Tiến,Công ty Cổ phần Thương mại Bia Sải Gòn Sống Tiến,Công ty Cổ phần Thương mại Bia Sải Gòn Sống Tiến,"90,00%",36.265.364.767,(*),-,"90,00%",36.265.364.767,(*),-,0.9,36265364767.0,,,0.9,36265364767.0,,
Công ty Cổ phần Thương mại Bia Sải Gòn Sông Hậu,Công ty Cổ phần Thương mại Bia Sải Gòn Sông Hậu,Công ty Cổ phần Thương mại Bia Sải Gòn Sông Hậu,"90,00%",36.798.955.472,(*),-,"90,00%",36.798.955.472,(*),-,0.9,36798955472.0,,,0.9,36798955472.0,,
Công ty TNHH Một Thành viên Cơ khí Sa Be Co,Công ty TNHH Một Thành viên Cơ khí Sa Be Co,Công ty TNHH Một Thành viên Cơ khí Sa Be Co,100%,59.365.663.690,(*),-,100%,59.365.663.690,(*),-,1.0,59365663690.0,,,1.0,59365663690.0,,
Công ty Cổ phần Thương mại Bia Sải Gòn Đông Bắc,Công ty Cổ phần Thương mại Bia Sải Gòn Đông Bắc,Công ty Cổ phần Thương mại Bia Sải Gòn Đông Bắc,"90,45%",36.000.000.000,(*),-,"90,45%",36.000.000.000,(*),-,0.9045000000000001,36000000000.0,,,0.9045000000000001,36000000000.0,,
Công ty TNHH Một Thành viên Bia Sải Gòn - Hà Tĩnh,Công ty TNHH Một Thành viên Bia Sải Gòn - Hà Tĩnh,Công ty TNHH Một Thành viên Bia Sải Gòn - Hà Tĩnh,100%,120.000.000.000,(*),-,100%,120.000.000.000,(*),-,1.0,120000000000.0,,,1.0,120000000000.0,,
Công ty Cổ phần Bao bì Bia Sài Gòn,Công ty Cổ phần Bao bì Bia Sài Gòn,Công ty Cổ phần Bao bì Bia Sài Gòn,"76,81%",55.174.824.506,(*),-,"76,81%",55.174.824.506,(*),-,0.7681,55174824506.0,,,0.7681,55174824506.0,,
Công ty TNHH Một Thành viên Bia Sài Gòn,Công ty TNHH Một Thành viên Bia Sài Gòn,Công ty TNHH Một Thành viên Bia Sài Gòn,100%,60.000.000,(*),-,100%,60.000.000,(*),-,1.0,60000000.0,,,1.0,60000000.0,,
Công ty TNHH Một Thành viên Tập đoàn Bia Sài Gòn,Công ty TNHH Một Thành viên Tập đoàn Bia Sài Gòn,Công ty TNHH Một Thành viên Tập đoàn Bia Sài Gòn,100%,40.000.000.000,(*),-,100%,40.000.000.000,(*),-,1.0,40000000000.0,,,1.0,40000000000.0,,
Công ty Cổ phần Bia Sài Gòn - Lâm Đồng,Công ty Cổ phần Bia Sài Gòn - Lâm Đồng,Công ty Cổ phần Bia Sài Gòn - Lâm Đồng,"52,91%",105.825.000.000,(*),-,"52,91%",105.825.000.000,(*),-,0.5291,105825000000.0,,,0.5291,105825000000.0,,
,,,,3.153.019.479.350,,(237.593.783.288),,3.039.072.394.329,,(223.793.333.929),,3153019479350.0,,-237593783288.0,,3039072394329.0,,-223793333929.0
