row_label_raw,row_label_full,col_0,Land use rights (*) VND,Software VND,Total VND,numeric__Land use rights (*) VND,numeric__Software VND,numeric__Total VND
Cost,Cost,Cost,Cost,Cost,Cost,,,
Opening balance,Opening balance,Opening balance,"906,610,413,944","74,707,739,026","981,318,152,970",,,
Additions,Additions,Additions,-,"719,870,000","719,870,000",,,
Transfer from construction in progress,Transfer from construction in progress,Transfer from construction in progress,-,"41,440,407,895","41,440,407,895",,,
Closing balance,Closing balance,Closing balance,"906,610,413,944","116,868,016,921","1,023,478,430,865",,,
Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,,,
Opening balance,Opening balance,Opening balance,"69,861,308,175","66,754,305,399","136,615,613,574",,,
Charge for the year,Charge for the year,Charge for the year,"3,963,119,556","16,481,529,304","20,444,648,860",,,
Closing balance,Closing balance,Closing balance,"73,824,427,731","83,235,834,703","157,060,262,434",,,
Net book value,Net book value,Net book value,Net book value,Net book value,Net book value,,,
Opening balance,Opening balance,Opening balance,"836,749,105,769","7,953,433,627","844,702,539,396",,,
Closing balance,Closing balance,Closing balance,"832,785,986,213","33,632,182,218","866,418,168,431",,,
