row_label_raw,row_label_full,Company name,31/12/2024 > % of equity owned and voting right,31/12/2024 > Cost VND,31/12/2024 > Fair value VND,31/12/2024 > Allowance VND,1/1/2024 > % of equity owned and voting right,1/1/2024 > Cost VND,1/1/2024 > Fair value VND,1/1/2024 > Allowance VND,numeric__31/12/2024 > % of equity owned and voting right,numeric__31/12/2024 > Cost VND,numeric__31/12/2024 > Fair value VND,numeric__31/12/2024 > Allowance VND,numeric__1/1/2024 > % of equity owned and voting right,numeric__1/1/2024 > Cost VND,numeric__1/1/2024 > Fair value VND,numeric__1/1/2024 > Allowance VND
Investments in associates,Investments in associates,Investments in associates,Investments in associates,Investments in associates,Investments in associates,Investments in associates,Investments in associates,Investments in associates,Investments in associates,Investments in associates,,,,,,,,
Truong Sa Food - Food Business Joint Stock Company,Investments in associates > Truong Sa Food - Food Business Joint Stock Company,Truong Sa Food - Food Business Joint Stock Company,-,-,-,-,28.35%,"4,725,000,000",(*),"(4,725,000,000)",,,,,28.35,,,
Saigon - Phutho Beer Joint Stock Company,Investments in associates > Saigon - Phutho Beer Joint Stock Company,Saigon - Phutho Beer Joint Stock Company,27.03%,"33,787,500,000","33,513,821,250","(273,678,750)",27.03%,"33,787,500,000","37,017,585,000",-,27.03,,,,27.03,,,
Sai Gon - Mien Trung Beer Joint Stock Company,Investments in associates > Sai Gon - Mien Trung Beer Joint Stock Company,Sai Gon - Mien Trung Beer Joint Stock Company,32.22%,"103,174,711,495","413,546,609,000",-,32.22%,"103,174,711,495","355,842,431,000",-,32.22,,,,32.22,,,
Tan Thanh Investment Trading Company Limited,Investments in associates > Tan Thanh Investment Trading Company Limited,Tan Thanh Investment Trading Company Limited,29.00%,"72,500,000,000",(*),"(72,500,000,000)",29.00%,"72,500,000,000",(*),"(72,500,000,000)",29.0,,,,29.0,,,
Sai Gon - Vinh Long Beer Joint Stock Company,Investments in associates > Sai Gon - Vinh Long Beer Joint Stock Company,Sai Gon - Vinh Long Beer Joint Stock Company,20.00%,"30,000,000,000",(*),-,20.00%,"30,000,000,000",(*),-,20.0,,,,20.0,,,
Sai Gon - Kien Giang Beer Joint Stock Company,Investments in associates > Sai Gon - Kien Giang Beer Joint Stock Company,Sai Gon - Kien Giang Beer Joint Stock Company,20.00%,"23,000,000,000",(*),"(23,000,000,000)",20.00%,"23,000,000,000",(*),"(23,000,000,000)",20.0,,,,20.0,,,
Sai Gon - Khanh Hoa Beer Joint Stock Company,Investments in associates > Sai Gon - Khanh Hoa Beer Joint Stock Company,Sai Gon - Khanh Hoa Beer Joint Stock Company,26.00%,"26,000,000,000",(*),-,26.00%,"26,000,000,000",(*),-,26.0,,,,26.0,,,
Saigon - Bentre Beer Joint Stock Company,Investments in associates > Saigon - Bentre Beer Joint Stock Company,Saigon - Bentre Beer Joint Stock Company,20.00%,"20,000,000,000",(*),-,20.00%,"20,000,000,000",(*),-,20.0,,,,20.0,,,
