row_label_raw,row_label_full,col_0,3/1/2025,3/1/2025_1,31/12/2024,31/12/2024_1,numeric__3/1/2025,numeric__3/1/2025_1,numeric__31/12/2024,numeric__31/12/2024_1
,,,% of equity interest,% of voting rights,% of equity interest,% of voting rights,,,,
Saigon Binh Tay Beer Group Joint Stock Company,Saigon Binh Tay Beer Group Joint Stock Company,Saigon Binh Tay Beer Group Joint Stock Company,65.00%,65.38%,21.80%,22.18%,65.0,65.38,21.8,22.18
