row_label_raw,row_label_full,Bán nguyên vật liệu,679.505.525.205,555.675.843.668,numeric__679.505.525.205,numeric__555.675.843.668
Doanh thu khác,Doanh thu khác,Doanh thu khác,153.768.000,-,153768000.0,
Mua hàng hóa,Mua hàng hóa,Mua hàng hóa,1.851.152.751.020,1.621.122.513.990,1851152751020.0,1621122513990.0
Mua nguyên vật liệu,Mua nguyên vật liệu,Mua nguyên vật liệu,-,226.478.513,,226478513.0
Thu nhập từ cổ tức,Thu nhập từ cổ tức,Thu nhập từ cổ tức,21.665.000.000,9.285.000.000,21665000000.0,9285000000.0
Giao dịch khác,Giao dịch khác,Giao dịch khác,263.600.240,208.223.527,263600240.0,208223527.0
