row_label_raw,row_label_full,col_0,Code,Note,31/12/2024 VND,1/1/2024 VND,numeric__Code,numeric__Note,numeric__31/12/2024 VND,numeric__1/1/2024 VND
Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),200,,"6,791,830,900,664","5,413,501,415,256",200.0,,,
Accounts receivable – long-term,Accounts receivable – long-term,Accounts receivable – long-term,210,,"340,994,065,559","341,151,085,559",210.0,,,
Other long-term receivables,Other long-term receivables,Other long-term receivables,216,9(b),"340,994,065,559","341,151,085,559",216.0,,,
Fixed assets,Fixed assets,Fixed assets,220,,"1,117,842,320,278","1,139,363,639,920",220.0,,,
Tangible fixed assets,Tangible fixed assets,Tangible fixed assets,221,13,"251,424,151,847","294,661,100,524",221.0,13.0,,
Cost,Cost,Cost,222,,"3,668,681,046,422","3,627,024,048,648",222.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,223,,"(3,417,256,894,575)","(3,332,362,948,124)",223.0,,,
Intangible fixed assets,Intangible fixed assets,Intangible fixed assets,227,14,"866,418,168,431","844,702,539,396",227.0,14.0,,
Cost,Cost,Cost,228,,"1,023,478,430,865","981,318,152,970",228.0,,,
Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,229,,"(157,060,262,434)","(136,615,613,574)",229.0,,,
Investment properties,Investment properties,Investment properties,230,15,"39,669,646,890","48,080,797,938",230.0,15.0,,
Cost,Cost,Cost,231,,"112,364,600,461","112,364,600,461",231.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,232,,"(72,694,953,571)","(64,283,802,523)",232.0,,,
Long-term work in progress,Long-term work in progress,Long-term work in progress,240,,"79,844,252,398","96,307,399,286",240.0,,,
Construction in progress,Construction in progress,Construction in progress,242,16,"79,844,252,398","96,307,399,286",242.0,16.0,,
Long-term financial investments,Long-term financial investments,Long-term financial investments,250,,"4,997,348,273,210","3,564,574,597,515",250.0,,,
Investments in subsidiaries,Investments in subsidiaries,Investments in subsidiaries,251,6(c),"3,153,019,479,350","3,039,072,394,329",251.0,,,
Investments in associates andjointly controlled entities,Investments in associates andjointly controlled entities,Investments in associates andjointly controlled entities,252,6(c),"608,980,350,635","613,705,350,635",252.0,,,
Equity investments in other entities,Equity investments in other entities,Equity investments in other entities,253,6(c),"546,287,362,407","569,372,362,407",253.0,,,
Allowance for diminution in the valueof long-term financial investments,Allowance for diminution in the valueof long-term financial investments,Allowance for diminution in the valueof long-term financial investments,254,6(c),"(645,938,919,182)","(657,575,509,856)",254.0,,,
Held-to-maturity investments– long-term,Held-to-maturity investments– long-term,Held-to-maturity investments– long-term,255,6(b),"1,335,000,000,000",-,255.0,,,
Other long-term assets,Other long-term assets,Other long-term assets,260,,"216,132,342,329","224,023,895,038",260.0,,,
Long-term prepaid expenses,Long-term prepaid expenses,Long-term prepaid expenses,261,12(b),"65,232,899,968","65,689,901,756",261.0,,,
Deferred tax assets,Deferred tax assets,Deferred tax assets,262,17,"132,527,331,018","136,864,410,350",262.0,17.0,,
"Long-term tools, supplies and spare parts","Long-term tools, supplies and spare parts","Long-term tools, supplies and spare parts",263,11(b),"18,372,111,343","21,469,582,932",263.0,,,
TOTAL ASSETS (270 = 100 + 200),TOTAL ASSETS (270 = 100 + 200),TOTAL ASSETS (270 = 100 + 200),270,,"29,469,871,335,597","29,528,797,418,758",270.0,,,
