row_label_raw,row_label_full,Bán nguyên vật liệu,908.017.665.102,847.090.844.536,numeric__908.017.665.102,numeric__847.090.844.536
Doanh thu khác,Doanh thu khác,Doanh thu khác,172.253.333,-,172253333.0,
Mua hàng hóa,Mua hàng hóa,Mua hàng hóa,2.293.801.568.990,2.268.266.565.410,2293801568990.0,2268266565410.0
Mua nguyên vật liệu,Mua nguyên vật liệu,Mua nguyên vật liệu,-,695.504.788,,695504788.0
Thu nhập từ cổ tức,Thu nhập từ cổ tức,Thu nhập từ cổ tức,26.456.250.000,10.582.500.000,26456250000.0,10582500000.0
Giao dịch khác,Giao dịch khác,Giao dịch khác,237.633.093,302.522.415,237633093.0,302522415.0
