row_label_raw,row_label_full,Company name,31/12/2024 > % of equity owned,31/12/2024 > Cost VND,31/12/2024 > Fair value VND,31/12/2024 > Allowance VND,1/1/2024 > % of equity owned,1/1/2024 > Cost VND,1/1/2024 > Fair value VND,1/1/2024 > Allowance VND,numeric__31/12/2024 > % of equity owned,numeric__31/12/2024 > Cost VND,numeric__31/12/2024 > Fair value VND,numeric__31/12/2024 > Allowance VND,numeric__1/1/2024 > % of equity owned,numeric__1/1/2024 > Cost VND,numeric__1/1/2024 > Fair value VND,numeric__1/1/2024 > Allowance VND
Investments in jointly controlled entities,Investments in jointly controlled entities,Investments in jointly controlled entities,Investments in jointly controlled entities,Investments in jointly controlled entities,Investments in jointly controlled entities,Investments in jointly controlled entities,Investments in jointly controlled entities,Investments in jointly controlled entities,Investments in jointly controlled entities,Investments in jointly controlled entities,,,,,,,,
• Me Linh Point Limited,Investments in jointly controlled entities > • Me Linh Point Limited,• Me Linh Point Limited,25.00%,"43,111,007,200",(*),-,25.00%,"43,111,007,200",(*),-,25.0,,,,25.0,,,
• Crown Beverage Cans Saigon Limited,Investments in jointly controlled entities > • Crown Beverage Cans Saigon Limited,• Crown Beverage Cans Saigon Limited,30.00%,"113,224,326,586",(*),-,30.00%,"113,224,326,586",(*),-,30.0,,,,30.0,,,
• Malaya - Vietnam Glass Limited,Investments in jointly controlled entities > • Malaya - Vietnam Glass Limited,• Malaya - Vietnam Glass Limited,30.00%,"86,338,395,824",(*),-,30.00%,"86,338,395,824",(*),-,30.0,,,,30.0,,,
• San Miguel Yamamura Phu Tho Packaging Company Limited,Investments in jointly controlled entities > • San Miguel Yamamura Phu Tho Packaging Company Limited,• San Miguel Yamamura Phu Tho Packaging Company Limited,35.00%,"26,212,239,000",(*),-,35.00%,"26,212,239,000",(*),-,35.0,,,,35.0,,,
• Vietnam Spirits and Wine Ltd,Investments in jointly controlled entities > • Vietnam Spirits and Wine Ltd,• Vietnam Spirits and Wine Ltd,45.00%,"31,632,170,530",(*),"(11,455,404,300)",45.00%,"31,632,170,530",(*),-,45.0,,,,45.0,,,
,,,,"608,980,350,635",,"(107,229,083,050)",,"613,705,350,635",,"(100,225,000,000)",,,,,,,,
