row_label_raw,row_label_full,col_0,Số ngàyquá hạn,31/12/2016 và 1/1/2016 > Giá gốcVND,31/12/2016 và 1/1/2016 > Dự phòngVND,31/12/2016 và 1/1/2016 > Giá trị có thểthu hồiVND,numeric__Số ngàyquá hạn,numeric__31/12/2016 và 1/1/2016 > Giá gốcVND,numeric__31/12/2016 và 1/1/2016 > Dự phòngVND,numeric__31/12/2016 và 1/1/2016 > Giá trị có thểthu hồiVND
Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,,,,
- Công ty TNHH Xây dựngÁ Đông,Nợ quá hạn > - Công ty TNHH Xây dựngÁ Đông,- Công ty TNHH Xây dựngÁ Đông,Hon 3 năm,36.219.590.000,36.219.590.000,-,,36219590000.0,36219590000.0,
- Công ty TNHH Thương mại -Dịch vụ Kinh doanh Địa Óc ViệtR.E.M.A.X,Nợ quá hạn > - Công ty TNHH Thương mại -Dịch vụ Kinh doanh Địa Óc ViệtR.E.M.A.X,- Công ty TNHH Thương mại -Dịch vụ Kinh doanh Địa Óc ViệtR.E.M.A.X,Hon 3 năm,50.000.000.000,50.000.000.000,-,,50000000000.0,50000000000.0,
- Công ty Cổ phần Phát triển Nhàvà Đô Thị Nha Trang,Nợ quá hạn > - Công ty Cổ phần Phát triển Nhàvà Đô Thị Nha Trang,- Công ty Cổ phần Phát triển Nhàvà Đô Thị Nha Trang,Hon 3 năm,22.923.706,22.923.706,-,,22923706.0,22923706.0,
- Công ty Cổ phần Du LịchSài Gòn Hầm Tân,Nợ quá hạn > - Công ty Cổ phần Du LịchSài Gòn Hầm Tân,- Công ty Cổ phần Du LịchSài Gòn Hầm Tân,Hon 3 năm,66.301.812,66.301.812,-,,66301812.0,66301812.0,
- Công ty TNHH Xây dựngVõ Đình,Nợ quá hạn > - Công ty TNHH Xây dựngVõ Đình,- Công ty TNHH Xây dựngVõ Đình,Hon 3 năm,42.981.040,42.981.040,-,,42981040.0,42981040.0,
,,,,86.351.796.558,86.351.796.558,-,,86351796558.0,86351796558.0,
