row_label_raw,row_label_full,col_0,2016VND,2015VND,numeric__2016VND,numeric__2015VND
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,,
"Chuyển nhượng quyền sử dụng đất, bất động sản","Tổng doanh thu > Chuyển nhượng quyền sử dụng đất, bất động sản","Chuyển nhượng quyền sử dụng đất, bất động sản",697.254.359.517,112.735.886.015,697254359517.0,112735886015.0
Dịch vụ môi giới,Tổng doanh thu > Dịch vụ môi giới,Dịch vụ môi giới,42.890.304.451,8.811.848.412,42890304451.0,8811848412.0
Cho thuê văn phòng,Tổng doanh thu > Cho thuê văn phòng,Cho thuê văn phòng,8.750.651.485,13.805.697.152,8750651485.0,13805697152.0
Vật liệu xây dựng đã bán,Tổng doanh thu > Vật liệu xây dựng đã bán,Vật liệu xây dựng đã bán,-,3.167.144.898,,3167144898.0
Dịch vụ khác,Tổng doanh thu > Dịch vụ khác,Dịch vụ khác,25.815.193.142,20.377.112.494,25815193142.0,20377112494.0
Doanh thu gộp,Tổng doanh thu > Doanh thu gộp,Doanh thu gộp,774.710.508.595,158.897.688.971,774710508595.0,158897688971.0
Trừ di các khoản giảm trừ doanh thu,Trừ di các khoản giảm trừ doanh thu,Trừ di các khoản giảm trừ doanh thu,Trừ di các khoản giảm trừ doanh thu,Trừ di các khoản giảm trừ doanh thu,,
Hàng bán bị trả lại,Trừ di các khoản giảm trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,(119.782.726),-,-119782726.0,
Doanh thu thuần,Trừ di các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,774.590.725.869,158.897.688.971,774590725869.0,158897688971.0
