row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,numeric__Công cụ và dụng cụ VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,1.632.538.695,1632538695.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,4.048.645.790,4048645790.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(1.045.614.623),-1045614623.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,4.635.569.862,4635569862.0
