row_label_raw,row_label_full,col_0,VND,numeric__VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,19.057.714.654,19057714654.0
Giảm do thanh lý công ty con (Thuyết minh 7(b)),Nguyên giá > Giảm do thanh lý công ty con (Thuyết minh 7(b)),Giảm do thanh lý công ty con (Thuyết minh 7(b)),(10.097.097.860),-10097097860.0
Giảm do thanh lý một phần công ty con (Thuyết minh 7(a)),Nguyên giá > Giảm do thanh lý một phần công ty con (Thuyết minh 7(a)),Giảm do thanh lý một phần công ty con (Thuyết minh 7(a)),(4.327.327.654),-4327327654.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,4.633.289.140,4633289140.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,4.703.262.917,4703262917.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,1.769.696.814,1769696814.0
Giảm do thanh lý công ty con (Thuyết minh 7(b)),Giá trị hao mòn lũy kế > Giảm do thanh lý công ty con (Thuyết minh 7(b)),Giảm do thanh lý công ty con (Thuyết minh 7(b)),(2.957.348.113),-2957348113.0
Giảm do thanh lý một phần công ty con (Thuyết minh 7(a)),Giá trị hao mòn lũy kế > Giảm do thanh lý một phần công ty con (Thuyết minh 7(a)),Giảm do thanh lý một phần công ty con (Thuyết minh 7(a)),(1.188.976.117),-1188976117.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,2.326.635.501,2326635501.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,14.354.451.737,14354451737.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,2.306.653.639,2306653639.0
