row_label_raw,row_label_full,col_0,Tàu Cuốc VND,numeric__Tàu Cuốc VND
Tài sản thuần có thể xác định tại ngày bán,Tài sản thuần có thể xác định tại ngày bán,Tài sản thuần có thể xác định tại ngày bán,289.238.561.898,289238561898.0
Tài sản thuần có thể xác định của Tàu Cuốc được chuyển cho lợi ích cổ đông không kiểm soát bởi Tập đoàn (Thuyết minh 29),Tài sản thuần có thể xác định của Tàu Cuốc được chuyển cho lợi ích cổ đông không kiểm soát bởi Tập đoàn (Thuyết minh 29),Tài sản thuần có thể xác định của Tàu Cuốc được chuyển cho lợi ích cổ đông không kiểm soát bởi Tập đoàn (Thuyết minh 29),22.533.265.225,22533265225.0
"Lãi từ việc bán gián tiếp một phần, được ghi nhận trong lợi nhuận chưa phân phối (Thuyết minh 29)","Lãi từ việc bán gián tiếp một phần, được ghi nhận trong lợi nhuận chưa phân phối (Thuyết minh 29)","Lãi từ việc bán gián tiếp một phần, được ghi nhận trong lợi nhuận chưa phân phối (Thuyết minh 29)",270.592.775,270592775.0
Tổng giá bán,Tổng giá bán,Tổng giá bán,22.803.858.000,22803858000.0
