row_label_raw,row_label_full,col_0,1/1/2016 > Giá trị ghi số VND,1/1/2016 > Số có khả năng trả nợ VND,1/1/2016 > Tăng VND,Biến động trong năm > Giảm VND,Biến động trong năm > Tăng do mua công ty con (Thuyết minh 5) VND,Biến động trong năm > Biến động do bán công ty con (Thuyết minh 7) VND,31/12/2016 > Giá trị ghi số VND,31/12/2016 > Số có khả năng trả nợ VND,numeric__1/1/2016 > Giá trị ghi số VND,numeric__1/1/2016 > Số có khả năng trả nợ VND,numeric__1/1/2016 > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__Biến động trong năm > Tăng do mua công ty con (Thuyết minh 5) VND,numeric__Biến động trong năm > Biến động do bán công ty con (Thuyết minh 7) VND,numeric__31/12/2016 > Giá trị ghi số VND,numeric__31/12/2016 > Số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,73.273.854.642,73.273.854.642,2.070.087.470.141,(1.826.196.818.073),35.147.875.234,4.500.000.000,356.812.381.944,356.812.381.944,73273854642.0,73273854642.0,2070087470141.0,-1826196818073.0,35147875234.0,4500000000.0,356812381944.0,356812381944.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,47.353.101.973,47.353.101.973,446.207.222.653,(216.729.816.363),-,-,276.830.508.263,276.830.508.263,47353101973.0,47353101973.0,446207222653.0,-216729816363.0,,,276830508263.0,276830508263.0
Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng,Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng,Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng,262.089.672,262.089.672,262.089.672,(262.089.672),-,-,262.089.672,262.089.672,262089672.0,262089672.0,262089672.0,-262089672.0,,,262089672.0,262089672.0
,,,120.889.046.287,120.889.046.287,2.516.556.782.466,(2.043.188.724.108),35.147.875.234,4.500.000.00,633.904.979.879,633.904.979.879,120889046287.0,120889046287.0,2516556782466.0,-2043188724108.0,35147875234.0,450000000.0,633904979879.0,633904979879.0
