row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2016VND,2015VND,,
Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,,
Mua hàng hóa và dịch vụ,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,283.500.945.985,371.065.918,283500945985.0,371065918.0
Bán cổ phiếu của Công ty Cổ phần Bao bì và Kho bãi,Bán cổ phiếu của Công ty Cổ phần Bao bì và Kho bãi,Bán cổ phiếu của Công ty Cổ phần Bao bì và Kho bãi,,-,,
Bình Tây,Bán cổ phiếu của Công ty Cổ phần Bao bì và Kho bãi > Bình Tây,Bình Tây,96.118.477.183,,96118477183.0,
Bán cổ phiếu của Công ty Cổ phần May Tiến Phát,Bán cổ phiếu của Công ty Cổ phần Bao bì và Kho bãi > Bán cổ phiếu của Công ty Cổ phần May Tiến Phát,Bán cổ phiếu của Công ty Cổ phần May Tiến Phát,,39.780.000.000,,39780000000.0
Mua cổ phiếu của Công ty TNHH Thương Tín Tàu Cuốc,Bán cổ phiếu của Công ty Cổ phần Bao bì và Kho bãi > Mua cổ phiếu của Công ty TNHH Thương Tín Tàu Cuốc,Mua cổ phiếu của Công ty TNHH Thương Tín Tàu Cuốc,53.900.000.000,54.492.336.000,53900000000.0,54492336000.0
Cho vay,Bán cổ phiếu của Công ty Cổ phần Bao bì và Kho bãi > Cho vay,Cho vay,6.075.694.445,5.450.000.000,6075694445.0,5450000000.0
Thu nhập lãi cho vay,Bán cổ phiếu của Công ty Cổ phần Bao bì và Kho bãi > Thu nhập lãi cho vay,Thu nhập lãi cho vay,678.445.606,75.694.445,678445606.0,75694445.0
Bán hàng hóa và dịch vụ,Bán cổ phiếu của Công ty Cổ phần Bao bì và Kho bãi > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,493.177.432,-,493177432.0,
Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát,,
Bán cổ phiếu của Công ty Cổ phần May Tiến Phát,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát > Bán cổ phiếu của Công ty Cổ phần May Tiến Phát,Bán cổ phiếu của Công ty Cổ phần May Tiến Phát,-,30.600.000.000,,30600000000.0
Mua cổ phiếu của Công ty Cổ phần May Tiến Phát,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát > Mua cổ phiếu của Công ty Cổ phần May Tiến Phát,Mua cổ phiếu của Công ty Cổ phần May Tiến Phát,-,53.040.000.000,,53040000000.0
Bán hàng hóa và dịch vụ,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,254.817.384,-,254817384.0,
Mua hàng hóa và dịch vụ,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,436.136.000,-,436136000.0,
Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,,
