row_label_raw,row_label_full,"Các khoản đầu tư nằm giữ đến ngày đáo hạn - ngắn hạn▪ tiền gửi có kỳ hạn > Tại ngày 31 tháng 12 năm 2016, các khoản đầu tư nằm giữ đến ngày đáo hạn có giá trị ghi số là 75 tỷ VND (1/1/2016: Không) được dùng để thế chấp ngân hàng để bảo đảm cho các khoản vay của Tập đoàn (Thuyết minh 26(a)).Biến động của các khoản đầu tư nằm giữ đến ngày đáo hạn trong năm như sau:","31/12/2016 > Nguyên giá VND > 80.437.267.108 > Tại ngày 31 tháng 12 năm 2016, các khoản đầu tư nằm giữ đến ngày đáo hạn có giá trị ghi số là 75 tỷ VND (1/1/2016: Không) được dùng để thế chấp ngân hàng để bảo đảm cho các khoản vay của Tập đoàn (Thuyết minh 26(a)).Biến động của các khoản đầu tư nằm giữ đến ngày đáo hạn trong năm như sau:","31/12/2016 > Giá trị hợp lý VND > 80.437.267.108 > Tại ngày 31 tháng 12 năm 2016, các khoản đầu tư nằm giữ đến ngày đáo hạn có giá trị ghi số là 75 tỷ VND (1/1/2016: Không) được dùng để thế chấp ngân hàng để bảo đảm cho các khoản vay của Tập đoàn (Thuyết minh 26(a)).Biến động của các khoản đầu tư nằm giữ đến ngày đáo hạn trong năm như sau:","1/1/2016 > Nguyên giá VND > 53.129.213.049 > Tại ngày 31 tháng 12 năm 2016, các khoản đầu tư nằm giữ đến ngày đáo hạn có giá trị ghi số là 75 tỷ VND (1/1/2016: Không) được dùng để thế chấp ngân hàng để bảo đảm cho các khoản vay của Tập đoàn (Thuyết minh 26(a)).Biến động của các khoản đầu tư nằm giữ đến ngày đáo hạn trong năm như sau:","1/1/2016 > Giá trị hợp lý VND > 53.129.213.049 > Tại ngày 31 tháng 12 năm 2016, các khoản đầu tư nằm giữ đến ngày đáo hạn có giá trị ghi số là 75 tỷ VND (1/1/2016: Không) được dùng để thế chấp ngân hàng để bảo đảm cho các khoản vay của Tập đoàn (Thuyết minh 26(a)).Biến động của các khoản đầu tư nằm giữ đến ngày đáo hạn trong năm như sau:","numeric__31/12/2016 > Nguyên giá VND > 80.437.267.108 > Tại ngày 31 tháng 12 năm 2016, các khoản đầu tư nằm giữ đến ngày đáo hạn có giá trị ghi số là 75 tỷ VND (1/1/2016: Không) được dùng để thế chấp ngân hàng để bảo đảm cho các khoản vay của Tập đoàn (Thuyết minh 26(a)).Biến động của các khoản đầu tư nằm giữ đến ngày đáo hạn trong năm như sau:","numeric__31/12/2016 > Giá trị hợp lý VND > 80.437.267.108 > Tại ngày 31 tháng 12 năm 2016, các khoản đầu tư nằm giữ đến ngày đáo hạn có giá trị ghi số là 75 tỷ VND (1/1/2016: Không) được dùng để thế chấp ngân hàng để bảo đảm cho các khoản vay của Tập đoàn (Thuyết minh 26(a)).Biến động của các khoản đầu tư nằm giữ đến ngày đáo hạn trong năm như sau:","numeric__1/1/2016 > Nguyên giá VND > 53.129.213.049 > Tại ngày 31 tháng 12 năm 2016, các khoản đầu tư nằm giữ đến ngày đáo hạn có giá trị ghi số là 75 tỷ VND (1/1/2016: Không) được dùng để thế chấp ngân hàng để bảo đảm cho các khoản vay của Tập đoàn (Thuyết minh 26(a)).Biến động của các khoản đầu tư nằm giữ đến ngày đáo hạn trong năm như sau:","numeric__1/1/2016 > Giá trị hợp lý VND > 53.129.213.049 > Tại ngày 31 tháng 12 năm 2016, các khoản đầu tư nằm giữ đến ngày đáo hạn có giá trị ghi số là 75 tỷ VND (1/1/2016: Không) được dùng để thế chấp ngân hàng để bảo đảm cho các khoản vay của Tập đoàn (Thuyết minh 26(a)).Biến động của các khoản đầu tư nằm giữ đến ngày đáo hạn trong năm như sau:"
,,,,,2016VND,2015VND,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,,,53.129.213.049,40.678.750.000,,,53129213049.0,40678750000.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,,,59.944.569.854,12.450.463.049,,,59944569854.0,12450463049.0
Thu hồi trong năm,Thu hồi trong năm,Thu hồi trong năm,,,(32.636.515.795),-,,,-32636515795.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,,,80.437.267.108,53.129.213.049,,,80437267108.0,53129213049.0
