row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2016 VND,2015 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2016 VND,numeric__2015 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,24,1.332.457.562.706,1.763.825.672.351,1.0,24.0,1332457562706.0,1763825672351.0
Giá vốn hàng bán và cung cấp dịch vụ,Giá vốn hàng bán và cung cấp dịch vụ,Giá vốn hàng bán và cung cấp dịch vụ,11,25,687.039.386.915,804.664.585.718,11.0,25.0,687039386915.0,804664585718.0
Lợi nhuận gộp (20 = 01 - 11),Lợi nhuận gộp (20 = 01 - 11),Lợi nhuận gộp (20 = 01 - 11),20,,645.418.175.791,959.161.086.633,20.0,,645418175791.0,959161086633.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,26,161.982.436.859,144.194.690.232,21.0,26.0,161982436859.0,144194690232.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,27,166.886.270.161,215.155.485.462,22.0,27.0,166886270161.0,215155485462.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,63.455.833.396,69.164.459.973,23.0,,63455833396.0,69164459973.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,28,51.192.091.197,51.380.937.156,26.0,28.0,51192091197.0,51380937156.0
Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 26),Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 26),Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 26),30,,589.322.251.292,836.819.354.247,30.0,,589322251292.0,836819354247.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,,113.696.796,32.845.051.130,31.0,,113696796.0,32845051130.0
Chi phí khác,Chi phí khác,Chi phí khác,32,,17.176.136,-,32.0,,17176136.0,
Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),40,,96.520.660,32.845.051.130,40.0,,96520660.0,32845051130.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,589.418.771.952,869.664.405.377,50.0,,589418771952.0,869664405377.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,30,117.503.258.450,190.659.776.414,51.0,30.0,117503258450.0,190659776414.0
Lợi nhuận thuần sau thuế TNDN (60 = 50 – 51 - 52),Lợi nhuận thuần sau thuế TNDN (60 = 50 – 51 - 52),Lợi nhuận thuần sau thuế TNDN (60 = 50 – 51 - 52),60,,471.915.513.502,679.004.628.963,60.0,,471915513502.0,679004628963.0
