row_label_raw,row_label_full,col_0,2016VND,numeric__2016VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,103.596.311.963,103596311963.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,92.526.516.367,92526516367.0
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(5.403.620.154),-5403620154.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,190.719.208.176,190719208176.0
