row_label_raw,row_label_full,col_0,31.12.2019VND,31.12.2018VND(Trình bày lại),numeric__31.12.2019VND,numeric__31.12.2018VND(Trình bày lại)
Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,,
Công ty TNHH Kinh doanh Quốc tế Silver Field,Bên thứ ba > Công ty TNHH Kinh doanh Quốc tế Silver Field,Công ty TNHH Kinh doanh Quốc tế Silver Field,-,197.883.347.000,,197883347000.0
Công ty Cổ phần Dịch vụ Tổng hợp Sài Gòn,Bên thứ ba > Công ty Cổ phần Dịch vụ Tổng hợp Sài Gòn,Công ty Cổ phần Dịch vụ Tổng hợp Sài Gòn,323.024.476.227,323.024.476.227,323024476227.0,323024476227.0
Công ty Cổ phần Đầu tư và Phát triển Sài Gòn Coop,Bên thứ ba > Công ty Cổ phần Đầu tư và Phát triển Sài Gòn Coop,Công ty Cổ phần Đầu tư và Phát triển Sài Gòn Coop,102.500.000.000,102.500.000.000,102500000000.0,102500000000.0
Khác,Bên thứ ba > Khác,Khác,408.380.616.420,800.038.875.291,408380616420.0,800038875291.0
,,,833.905.092.647,1.423.446.698.518,833905092647.0,1423446698518.0
