row_label_raw,row_label_full,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,31.12.2019,31.12.2019_1,31.12.2018,31.12.2018_1,numeric__Tên,numeric__Địa điểm,numeric__Hoạt động kinh doanh chính,numeric__31.12.2019,numeric__31.12.2019_1,numeric__31.12.2018,numeric__31.12.2018_1
STT,STT,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,Quyền sở hữu (%),Quyền biểu quyết (%),Quyền sở hữu (%),Quyền biểu quyết (%),,,,,,,
,,,I - Công ty con,I - Công ty con,I - Công ty con,I - Công ty con,I - Công ty con,I - Công ty con,I - Công ty con,,,,,,,
1,STT > 1,1,Công ty Cổ phần Đầu tư Địa ốc No Va,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,91","99,91","91,76","91,76",,,,99.91,99.91,91.76,91.76
2,STT > 2,2,Công ty TNHH No Va Thảo Điền,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,98","99,98",,,,99.99,99.99,99.98,99.98
3,STT > 3,3,Công ty Cổ phần Nova Festival,TP Hồ Chí Minh,Kinh doanh bất động sản,"94,02","94,02","94,02","94,02",,,,94.02,94.02,94.02,94.02
4,STT > 4,4,Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
5,STT > 5,5,Công ty Cổ phần Phát triển Nhà ở và Hạ tầng Sài Gòn,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,96","99,96","98,00","98,00",,,,99.96,99.96,98.0,98.0
6,STT > 6,6,Công ty TNHH No Va Lucky Palace,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
7,STT > 7,7,Công ty Cổ phần The Prince Residence,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,81","99,81","99,81","99,81",,,,99.81,99.81,99.81,99.81
8,STT > 8,8,Công ty Cổ phần Địa ốc Thành Nhơn,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,72","99,72","99,72","99,72",,,,99.72,99.72,99.72,99.72
9,STT > 9,9,Công ty TNHH Nova Sagel,TP Hồ Chí Minh,Kinh doanh bất động sản,"83,81","74,00","83,81","83,81",,,,83.81,74.0,83.81,83.81
10,STT > 10,10,Công ty TNHH Một Thành viên Novaland Agent,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
11,STT > 11,11,Công ty TNHH Đầu tư và Phát triển Phước Long,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,99","99,99","99,99",,,,99.98,99.99,99.99,99.99
12,STT > 12,12,Công ty Cổ phần Khách sạn Du lịch Thanh niên Vũng Tàu,TP Hồ Chí Minh,Kinh doanh bất động sản,"65,00","65,00","65,00","65,00",,,,65.0,65.0,65.0,65.0
13,STT > 13,13,Công ty Cổ phần Nova Richstar,TP Hồ Chí Minh,"Kinh doanh bất động sản, cho thuê nhà xưởng, kho","99,98","99,99","99,97","99,99",,,,99.98,99.99,99.97,99.99
14,STT > 14,14,Công ty Cổ phần Nova Nippon,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,98","99,98","99,98",,,,99.98,99.98,99.98,99.98
15,STT > 15,15,Công ty TNHH Bất động sản Khải Hưng,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
16,STT > 16,16,Công ty TNHH Nova Nam Á,TP Hồ Chí Minh,Kinh doanh bất động sản,"92,71","92,71","92,71","92,71",,,,92.71,92.71,92.71,92.71
17,STT > 17,17,Công ty TNHH Nova Sasco,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
18,STT > 18,18,Công ty Cổ phần Địa ốc No Va Mỹ Đình,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
19,STT > 19,19,Công ty TNHH Đầu tư Địa ốc Thành Nhơn,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
20,STT > 20,20,Công ty TNHH Nova An Phú,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
21,STT > 21,21,Công ty TNHH Đầu tư và Phát triển Bất động sản Nova Phúc Nguyên,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,89","99,89","99,89","99,89",,,,99.89,99.89,99.89,99.89
22,STT > 22,22,Công ty TNHH Đầu tư và Bất động sản Tường Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
23,STT > 23,23,Công ty TNHH Phát triển Quốc tế Thế Kỳ 21,TP Hồ Chí Minh,Kinh doanh bất động sản,"98,96","98,97","98,96","98,97",,,,98.96,98.97,98.96,98.97
24,STT > 24,24,Công ty Cổ phần Cao ốc Phương Đông,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,88","99,89","99,88","99,89",,,,99.88,99.89,99.88,99.89
25,STT > 25,25,Công ty TNHH Nova Rivergate,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,77","99,77","99,77","99,77",,,,99.77,99.77,99.77,99.77
26,STT > 26,26,Công ty Cổ phần Nova Princess Residence,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,90","99,90","99,90","99,90",,,,99.9,99.9,99.9,99.9
27,STT > 27,27,Công ty Cổ phần Đầu tư và Thương mại Nhà Rồng,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,97","99,97","99,96","99,97",,,,99.97,99.97,99.96,99.97
