row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2019 VND,Tại ngày 31 tháng 12 năm > 2018 VND (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2019 VND,numeric__Tại ngày 31 tháng 12 năm > 2018 VND (Trình bày lại)
100,100,100,TÀI SẢN NGẮN HẠN,,71.194.821.173.128,50.081.021.580.369,,,71194821173128.0,50081021580369.0
110,110,110,Tiền và các khoản tương đương tiền,4,6.466.219.516.377,12.315.170.763.611,,4.0,6466219516377.0,12315170763611.0
111,111,111,Tiền,,1.951.125.604.251,7.583.945.746.745,,,1951125604251.0,7583945746745.0
112,112,112,Các khoản tương đương tiền,,4.515.093.912.126,4.731.225.016.866,,,4515093912126.0,4731225016866.0
120,120,120,Đầu tư tài chính ngắn hạn,,466.222.941.609,95.691.805.879,,,466222941609.0,95691805879.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,5(a)(i),466.222.941.609,95.691.805.879,,,466222941609.0,95691805879.0
130,130,130,Các khoản phải thu ngắn hạn,,5.894.052.885.444,5.621.529.636.151,,,5894052885444.0,5621529636151.0
131,131,131,Phải thu ngắn hạn của khách hàng,6,1.076.689.087.366,759.035.366.510,,6.0,1076689087366.0,759035366510.0
132,132,132,Trà trước cho người bán ngắn hạn,7,833.905.092.647,1.423.446.698.518,,7.0,833905092647.0,1423446698518.0
135,135,135,Phải thu về cho vay ngắn hạn,8,768.720.953.764,430.653.870.350,,8.0,768720953764.0,430653870350.0
136,136,136,Phải thu ngắn hạn khác,9(a),3.225.001.397.445,3.018.657.346.551,,,3225001397445.0,3018657346551.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,10,(10.263.645.778),(10.263.645.778),,10.0,-10263645778.0,-10263645778.0
140,140,140,Hàng tồn kho,11(a),57.205.793.200.220,31.122.887.148.542,,,57205793200220.0,31122887148542.0
141,141,141,Hàng tồn kho,,57.209.437.130.190,31.130.466.196.468,,,57209437130190.0,31130466196468.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(3.643.929.970),(7.579.047.926),,,-3643929970.0,-7579047926.0
150,150,150,Tài sản ngắn hạn khác,,1.162.532.629.478,925.742.226.186,,,1162532629478.0,925742226186.0
151,151,151,Chi phí trả trước ngắn hạn,12(a),75.480.339.169,133.900.783.619,,,75480339169.0,133900783619.0
152,152,152,"Thuế Giá trị Gia tăng (""GTGT"") được khấu trừ",20(a),978.926.176.534,705.713.717.315,,,978926176534.0,705713717315.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,20(a),108.126.113.775,86.127.725.252,,,108126113775.0,86127725252.0
