row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2019VND,2018VND(Trình bày lại),,,,
,,,LUỘU CHUYỂN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUỘU CHUYỂN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUỘU CHUYỂN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUỘU CHUYỂN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,Mãsố > 31,31,"Tiền thu từ phát hành cổ phiếu, nhận vốn gópcủa chủ sở hữu và cổ đông không kiểm soát",,205.939.730.000,3.644.346.535.626,,,205939730000.0,3644346535626.0
32,Mãsố > 32,32,Tiền chi trả vốn góp cho các chủ sở hữu và cổ đôngkhông kiểm soát,,(82.000.000),(50.046.482.000),,,-82000000.0,-50046482000.0
33,Mãsố > 33,33,Tiền thu đi vay,,20.460.412.729.964,22.153.049.489.009,,,20460412729964.0,22153049489009.0
34,Mãsố > 34,34,Tiền chi trả nợ gốc vay,,(16.150.195.525.803),(14.771.863.168.477),,,-16150195525803.0,-14771863168477.0
36,Mãsố > 36,36,"Tiền chi trả cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(19.719.873.178),(12.908.761.912),,,-19719873178.0,-12908761912.0
40,Mãsố > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,4.496.355.060.983,10.962.577.612.246,,,4496355060983.0,10962577612246.0
50,Mãsố > 50,50,Lưu chuyển tiền thuần trong năm,,(5.833.211.362.829),5.676.151.584.721,,,-5833211362829.0,5676151584721.0
60,Mãsố > 60,60,Tiền và tương đương tiền đầu năm,4,12.315.170.763.611,6.638.739.520.534,,4.0,12315170763611.0,6638739520534.0
61,Mãsố > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đốingoại tệ,,(15.739.884.405),279.658.356,,,-15739884405.0,279658356.0
70,Mãsố > 70,70,Tiền và tương đương tiền cuối năm,4,6.466.219.516.377,12.315.170.763.611,,4.0,6466219516377.0,12315170763611.0
