row_label_raw,row_label_full,col_0,31.12.2019VND,31.12.2018VND,numeric__31.12.2019VND,numeric__31.12.2018VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,
Ngân hàng TMCP Việt Nam Thịnh Vượng (i),Vay ngắn hạn > Ngân hàng TMCP Việt Nam Thịnh Vượng (i),Ngân hàng TMCP Việt Nam Thịnh Vượng (i),816.804.000.000,-,816804000000.0,
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Sài Gòn (ii),Vay ngắn hạn > Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Sài Gòn (ii),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Sài Gòn (ii),224.711.513.310,226.342.014.763,224711513310.0,226342014763.0
Ngân hàng TMCP Việt Nam Thịnh Vượng (iii),Vay ngắn hạn > Ngân hàng TMCP Việt Nam Thịnh Vượng (iii),Ngân hàng TMCP Việt Nam Thịnh Vượng (iii),190.000.000.000,190.000.000.000,190000000000.0,190000000000.0
Ngân hàng Industrial and Commercial Bank of China Limited - Chi nhánh TP. Hà Nội (iv),Vay ngắn hạn > Ngân hàng Industrial and Commercial Bank of China Limited - Chi nhánh TP. Hà Nội (iv),Ngân hàng Industrial and Commercial Bank of China Limited - Chi nhánh TP. Hà Nội (iv),118.000.000.000,-,118000000000.0,
Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Trung tâm (xi),Vay ngắn hạn > Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Trung tâm (xi),Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Trung tâm (xi),136.818.182.000,-,136818182000.0,
Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Quận 4 (v),Vay ngắn hạn > Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Quận 4 (v),Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Quận 4 (v),113.798.571.753,151.731.436.000,113798571753.0,151731436000.0
Ngân hàng TMCP Kiên Long - Chi nhánh Sài Gòn (vi),Vay ngắn hạn > Ngân hàng TMCP Kiên Long - Chi nhánh Sài Gòn (vi),Ngân hàng TMCP Kiên Long - Chi nhánh Sài Gòn (vi),67.375.000.000,48.125.000.000,67375000000.0,48125000000.0
Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Trung tâm (vii),Vay ngắn hạn > Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Trung tâm (vii),Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Trung tâm (vii),60.441.000.000,-,60441000000.0,
Deutsche Investitions-und Entwicklungsgesellschaft mbH (viii),Vay ngắn hạn > Deutsche Investitions-und Entwicklungsgesellschaft mbH (viii),Deutsche Investitions-und Entwicklungsgesellschaft mbH (viii),33.171.427.908,-,33171427908.0,
Ngân hàng TMCP Công thương Việt Nam - Chi nhánh TP HCM (xvi),Vay ngắn hạn > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh TP HCM (xvi),Ngân hàng TMCP Công thương Việt Nam - Chi nhánh TP HCM (xvi),-,444.108.485.028,,444108485028.0
Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland,Vay ngắn hạn > Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland,Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland,-,313.807.500.000,,313807500000.0
Ngân hàng quốc tế Maybank - Chi nhánh Labuan,Vay ngắn hạn > Ngân hàng quốc tế Maybank - Chi nhánh Labuan,Ngân hàng quốc tế Maybank - Chi nhánh Labuan,-,188.284.500.000,,188284500000.0
Ngân hàng TMCP Việt Nam Thịnh Vượng - Chi nhánh TP HCM,Vay ngắn hạn > Ngân hàng TMCP Việt Nam Thịnh Vượng - Chi nhánh TP HCM,Ngân hàng TMCP Việt Nam Thịnh Vượng - Chi nhánh TP HCM,-,94.666.000.000,,94666000000.0
Ngân hàng Shanghai & Savings - Offshore Banking,Vay ngắn hạn > Ngân hàng Shanghai & Savings - Offshore Banking,Ngân hàng Shanghai & Savings - Offshore Banking,-,62.761.500.000,,62761500000.0
Công ty Dịch vụ tài chính quốc tế Chailease,Vay ngắn hạn > Công ty Dịch vụ tài chính quốc tế Chailease,Công ty Dịch vụ tài chính quốc tế Chailease,-,41.841.000.000,,41841000000.0
Ngân hàng Malayan Banking Berhad (Maybank) - Chi nhánh TP HCM,Vay ngắn hạn > Ngân hàng Malayan Banking Berhad (Maybank) - Chi nhánh TP HCM,Ngân hàng Malayan Banking Berhad (Maybank) - Chi nhánh TP HCM,-,20.016.000.000,,20016000000.0
Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn,Vay ngắn hạn > Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn,Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn,-,7.191.352.244,,7191352244.0
,,,1.761.119.694.971,1.788.874.788.035,1761119694971.0,1788874788035.0
