row_label_raw,row_label_full,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,31.12.2019,31.12.2019_1,31.12.2018,31.12.2018_1,numeric__Tên,numeric__Địa điểm,numeric__Hoạt động kinh doanh chính,numeric__31.12.2019,numeric__31.12.2019_1,numeric__31.12.2018,numeric__31.12.2018_1
STT,STT,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,Quyền sở hữu (%),Quyền biểu quyết (%),Quyền sở hữu (%),Quyền biểu quyết (%),,,,,,,
,,,I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),,,,,,,
53,STT > 53,53,Công ty Cổ phần Phát triển Đất Việt,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,67","99,69","49,50","49,51",,,,99.67,99.69,49.5,49.51
54,STT > 54,54,Công ty TNHH Đầu tư Phát triển Bắt động sản An Phú Đồng (i),TP Hồ Chí Minh,Kinh doanh bất động sản,"79,93","80,00",-,-,,,,79.93,80.0,,
55,STT > 55,55,Công ty TNHH Thành phố Aqua,Tỉnh Đồng Nai,Kinh doanh bất động sản,"69,87","70,00",-,-,,,,69.87,70.0,,
56,STT > 56,56,Công ty Cổ phần Huỳnh Gia Huy,Tỉnh Bình Thuận,Dịch vụ lưu trú ngắn ngày,"99,98","99,98",-,-,,,,99.98,99.98,,
57,STT > 57,57,Công ty TNHH Thương mại Đầu tư Địa ốc 38,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99",-,-,,,,99.99,99.99,,
58,STT > 58,58,Công ty Cổ phần Dịch vụ Du lịch Hòa Thắng,Tỉnh Bình Thuận,Dịch vụ lưu trú ngắn ngày,"95,79","95,80",-,-,,,,95.79,95.8,,
59,STT > 59,59,Công ty Cổ phần Đầu tư Thư Minh Nguyễn,Tỉnh Bình Thuận,Dịch vụ lưu trú ngắn ngày,"96,14","96,15",-,-,,,,96.14,96.15,,
60,STT > 60,60,Công ty TNHH Đầu tư và Phát triển Bắt động sản Khánh An,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,94","99,99",-,-,,,,99.94,99.99,,
61,STT > 61,61,Công ty TNHH Carava Resort,Tỉnh Khánh Hòa,Kinh doanh bất động sản,"95,44","95,49",-,-,,,,95.44,95.49,,
62,STT > 62,62,Công ty TNHH Vườn Bách Thảo Hồ Tràm (ii),Tỉnh Bà Rịa - Vũng Tàu,"Hoạt động các vườn bách thảo, bách thủ và khu bào tồn tự nhiên","99,00","99,00",-,-,,,,99.0,99.0,,
63,STT > 63,63,Công ty Cổ phần Đầu tư Phát triển Địa ốc Vạn Phát,TP Hồ Chí Minh,Kinh doanh bất động sản,"97,98","97,99",-,-,,,,97.98,97.99,,
64,STT > 64,64,Công ty TNHH The Forest City,Tỉnh Bà Rịa - Vũng Tàu,Kinh doanh bất động sản,"97,89","99,90",-,-,,,,97.89,99.9,,
65,STT > 65,65,Công ty Cổ phần Đầu tư và Bắt động sản Ngọc Uyên,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99",-,-,,,,99.99,99.99,,
66,STT > 66,66,Công ty TNHH Bắt động sản Bảo Phúc,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,99",-,-,,,,99.98,99.99,,
67,STT > 67,67,Công ty Cổ phần Bắt động sản Nova Lexington,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,92","99,94",-,-,,,,99.92,99.94,,
68,STT > 68,68,Công ty TNHH Tập đoàn Đầu tư KM,TP Hồ Chí Minh,Tư vấn đầu tư,"99,82","99,90",-,-,,,,99.82,99.9,,
69,STT > 69,69,Công ty TNHH Delta - Valley Bình Thuận,Tỉnh Bình Thuận,Kinh doanh bất động sản,"99,82","100,00",-,-,,,,99.82,100.0,,
70,STT > 70,70,Công ty Cổ phần Đầu tư Bắt động sản Trường Thạnh,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","100,00",-,-,,,,99.99,100.0,,
71,STT > 71,71,Công ty TNHH Tư vấn Long Hưng Phát,TP Hồ Chí Minh,Hoạt động tư vấn quản lý,"66,62","66,67",-,-,,,,66.62,66.67,,
72,STT > 72,72,Công ty TNHH Đầu tư Bắt động sản Long Hưng Phát,TP Hồ Chí Minh,Kinh doanh bất động sản,"66,62","100,00",-,-,,,,66.62,100.0,,
73,STT > 73,73,Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thuận Phát,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,98",-,-,,,,99.98,99.98,,
74,STT > 74,74,Công ty TNHH Đầu tư và Phát triển Bắt động sản Cửu Lóng,TP Hồ Chí Minh,Kinh doanh bất động sản,"96,88","96,90",-,-,,,,96.88,96.9,,
75,STT > 75,75,Công ty TNHH Địa ốc No Va (iii),TP Hồ Chí Minh,Kinh doanh bất động sản,-,-,"100,00","100,00",,,,,,100.0,100.0
