row_label_raw,row_label_full,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,31.12.2019,31.12.2019_1,31.12.2018,31.12.2018_1,numeric__Tên,numeric__Địa điểm,numeric__Hoạt động kinh doanh chính,numeric__31.12.2019,numeric__31.12.2019_1,numeric__31.12.2018,numeric__31.12.2018_1
STT,STT,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,Quyền sở hữu (%),Quyền biểu quyết (%),Quyền sở hữu (%),Quyền biểu quyết (%),,,,,,,
I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),,,,,,,
28,I - Công ty con (tiếp theo) > 28,28,Công ty Cổ phần Ngõi Nhà Mega,TP Hồ Chí Minh,Kinh doanh bất động sản,"98,60","98,60","98,60","98,60",,,,98.6,98.6,98.6,98.6
29,I - Công ty con (tiếp theo) > 29,29,Công ty TNHH Mega Tie,TP Hồ Chí Minh,Kinh doanh bất động sản,"98,59","99,99","98,59","99,99",,,,98.59,99.99,98.59,99.99
30,I - Công ty con (tiếp theo) > 30,30,Công ty TNHH Bất động sản Bách Hợp,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
31,I - Công ty con (tiếp theo) > 31,31,Công ty Cổ phần Cảng Phú Định,TP Hồ Chí Minh,"Hoạt động hỗ trợ liên quan đến vận tải, kinh doanh bất động sản","83,45","83,45","83,45","83,45",,,,83.45,83.45,83.45,83.45
32,I - Công ty con (tiếp theo) > 32,32,Công ty TNHH Bất động sản Gia Đức,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
33,I - Công ty con (tiếp theo) > 33,33,Công ty TNHH Bất động sản Gia Phú,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
34,I - Công ty con (tiếp theo) > 34,34,Công ty TNHH Bất động sản Nova Riverside,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,97","99,98","99,97","99,98",,,,99.97,99.98,99.97,99.98
35,I - Công ty con (tiếp theo) > 35,35,Công ty Cổ phần Đầu tư Ngọc Linh Hoa,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,83","99,83","99,83","99,83",,,,99.83,99.83,99.83,99.83
36,I - Công ty con (tiếp theo) > 36,36,Công ty TNHH Nova Property Management,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
37,I - Công ty con (tiếp theo) > 37,37,Công ty TNHH Merufa-Nova,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,88","99,90","99,89","99,90",,,,99.88,99.9,99.89,99.9
38,I - Công ty con (tiếp theo) > 38,38,Công ty Cổ phần Địa ốc Nhật Hoa,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,81","99,98","99,81","99,98",,,,99.81,99.98,99.81,99.98
39,I - Công ty con (tiếp theo) > 39,39,Công ty Cổ phần Phát triển Đõ thị Kỳ Nguyên,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","51,00","51,00",,,,99.99,99.99,51.0,51.0
40,I - Công ty con (tiếp theo) > 40,40,Công ty Cổ phần Đầu tư Bất động sản Vương Gia,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,81","99,83","99,81","99,83",,,,99.81,99.83,99.81,99.83
41,I - Công ty con (tiếp theo) > 41,41,Công ty Cổ phần Thương mại Đầu tư Bất động sản Phú Trí,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,98","99,98","99,98",,,,99.98,99.98,99.98,99.98
42,I - Công ty con (tiếp theo) > 42,42,Công ty TNHH Bất động sản Phúc Bình,TP Hồ Chí Minh,Kinh doanh bất động sản,"97,77","97,95","97,77","97,95",,,,97.77,97.95,97.77,97.95
43,I - Công ty con (tiếp theo) > 43,43,Công ty TNHH Đầu tư và Phát triển Bất động sản Sun City,TP Hồ Chí Minh,Kinh doanh bất động sản,"98,86","100,00","98,86","100,00",,,,98.86,100.0,98.86,100.0
44,I - Công ty con (tiếp theo) > 44,44,Công ty Cổ phần Bất động sản Đình Phát,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,95","99,96","99,91","99,92",,,,99.95,99.96,99.91,99.92
45,I - Công ty con (tiếp theo) > 45,45,Công ty TNHH Đầu tư và Phát triển Bất động sản 350,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,97","99,99","99,95","99,99",,,,99.97,99.99,99.95,99.99
46,I - Công ty con (tiếp theo) > 46,46,Công ty TNHH Đầu tư và Phát triển Bất động sản CQ89,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,56","99,59","99,54","99,59",,,,99.56,99.59,99.54,99.59
47,I - Công ty con (tiếp theo) > 47,47,Công ty TNHH Đầu tư và Phát triển Địa ốc Gia Huy,TP Hồ Chí Minh,Kinh doanh bất động sản,"51,00","51,00","51,00","51,00",,,,51.0,51.0,51.0,51.0
48,I - Công ty con (tiếp theo) > 48,48,Công ty Cổ phần Đầu tư Bất động sản Phong Điền,TP Hồ Chí Minh,Kinh doanh bất động sản,"50,99","50,99","50,99","50,99",,,,50.99,50.99,50.99,50.99
49,I - Công ty con (tiếp theo) > 49,49,Công ty Cổ phần Bất động sản Thỉnh Vương,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,98","100,00","100,00",,,,99.98,99.98,100.0,100.0
50,I - Công ty con (tiếp theo) > 50,50,Công ty Cổ phần Kinh doanh Bất động sản Thái Bình,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,95","99,96","99,96","99,96",,,,99.95,99.96,99.96,99.96
51,I - Công ty con (tiếp theo) > 51,51,Công ty Cổ phần Nova Hospitality,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","99,98","99,98",,,,100.0,100.0,99.98,99.98
52,I - Công ty con (tiếp theo) > 52,52,Công ty Cổ phần Đầu tư Bất động sản Trường Tây,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,97","99,98",,,,,,99.97,99.98,,
