row_label_raw,row_label_full,col_0,31.12.2019VND,31.12.2018VND(Trình bày lại),numeric__31.12.2019VND,numeric__31.12.2018VND(Trình bày lại)
Công cụ dụng cụ,Công cụ dụng cụ,Công cụ dụng cụ,2.654.165.805,2.857.427.925,2654165805.0,2857427925.0
Chi phí lãi trả trước,Chi phí lãi trả trước,Chi phí lãi trả trước,-,27.597.380.840,,27597380840.0
Chi phí chờ phân bổ ngắn hạn khác,Chi phí chờ phân bổ ngắn hạn khác,Chi phí chờ phân bổ ngắn hạn khác,72.826.173.364,103.445.974.854,72826173364.0,103445974854.0
,,,75.480.339.169,133.900.783.619,75480339169.0,133900783619.0
