row_label_raw,row_label_full,col_0,31.12.2019VND,31.12.2018VND,numeric__31.12.2019VND,numeric__31.12.2018VND
Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,,
Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,,
Ngân hàng TMCP Tiên Phong (i),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Tiên Phong (i),Ngân hàng TMCP Tiên Phong (i),800.000.000.000,-,800000000000.0,
Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn (viii),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn (viii),Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn (viii),570.900.000.000,-,570900000000.0,
Công ty Cổ phần Chứng khoán MB (ii),Loại phát hành bằng mệnh giá > Công ty Cổ phần Chứng khoán MB (ii),Công ty Cổ phần Chứng khoán MB (ii),400.000.000.000,-,400000000000.0,
Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (iii),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (iii),Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (iii),200.000.000.000,-,200000000000.0,
Tập đoàn Bảo Việt (iv),Loại phát hành bằng mệnh giá > Tập đoàn Bảo Việt (iv),Tập đoàn Bảo Việt (iv),200.000.000.000,-,200000000000.0,
Ngân hàng TMCP Công thương – Chi nhánh TP. Hồ Chí Minh (v),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Công thương – Chi nhánh TP. Hồ Chí Minh (v),Ngân hàng TMCP Công thương – Chi nhánh TP. Hồ Chí Minh (v),146.000.000.000,295.000.000.000,146000000000.0,295000000000.0
Tổng Công ty Cổ phần Bảo hiểm Ngân hàng TMCP Công thương Việt Nam (vi),Loại phát hành bằng mệnh giá > Tổng Công ty Cổ phần Bảo hiểm Ngân hàng TMCP Công thương Việt Nam (vi),Tổng Công ty Cổ phần Bảo hiểm Ngân hàng TMCP Công thương Việt Nam (vi),100.000.000.000,100.000.000.000,100000000000.0,100000000000.0
Công ty TNHH Vàng bạc đá quý Ngân hàng TMCP Công thương Việt Nam (vi),Loại phát hành bằng mệnh giá > Công ty TNHH Vàng bạc đá quý Ngân hàng TMCP Công thương Việt Nam (vi),Công ty TNHH Vàng bạc đá quý Ngân hàng TMCP Công thương Việt Nam (vi),100.000.000.000,100.000.000.000,100000000000.0,100000000000.0
