row_label_raw,row_label_full,col_0,31.12.2019VND,31.12.2018VND(Trình bày lại),numeric__31.12.2019VND,numeric__31.12.2018VND(Trình bày lại)
Tiền mặt,Tiền mặt,Tiền mặt,1.510.564.933,1.259.084.952,1510564933.0,1259084952.0
Tiền gửi ngân hàng không kỳ hạn,Tiền gửi ngân hàng không kỳ hạn,Tiền gửi ngân hàng không kỳ hạn,1.949.615.039.318,7.582.686.661.793,1949615039318.0,7582686661793.0
Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),4.515.093.912.126,4.731.225.016.866,4515093912126.0,4731225016866.0
,,,6.466.219.516.377,12.315.170.763.611,6466219516377.0,12315170763611.0
