row_label_raw,row_label_full,Mã số,TÀI SẢN,Đã được trình bày trước đây VND,Điều chỉnh lại VND,Trình bày lại VND,numeric__TÀI SẢN,numeric__Đã được trình bày trước đây VND,numeric__Điều chỉnh lại VND,numeric__Trình bày lại VND
100,100,100,TÀI SẢN NGĂN HẠN,50.860.944.465.153,(779.922.884.784),50.081.021.580.369,,50860944465153.0,-779922884784.0,50081021580369.0
110,110,110,Tiền và các khoản tương đương tiền,12.326.942.295.680,(11.771.532.069),12.315.170.763.611,,12326942295680.0,-11771532069.0,12315170763611.0
111,111,111,Tiền,7.595.717.278.814,(11.771.532.069),7.583.945.746.745,,7595717278814.0,-11771532069.0,7583945746745.0
130,130,130,Các khoản phải thu ngắn hạn,4.665.352.597.458,956.177.038.693,5.621.529.636.151,,4665352597458.0,956177038693.0,5621529636151.0
132,132,132,Trà trước cho người bán ngắn hạn,1.501.273.791.900,(77.827.093.382),1.423.446.698.518,,1501273791900.0,-77827093382.0,1423446698518.0
136,136,136,Phải thu ngắn hạn khác,1.984.653.214.476,1.034.004.132.075,3.018.657.346.551,,1984653214476.0,1034004132075.0,3018657346551.0
140,140,140,Hàng tồn kho,32.826.041.845.846,(1.703.154.697.304),31.122.887.148.542,,32826041845846.0,-1703154697304.0,31122887148542.0
141,141,141,Hàng tồn kho,32.833.620.893.772,(1.703.154.697.304),31.130.466.196.468,,32833620893772.0,-1703154697304.0,31130466196468.0
150,150,150,Tài sản ngắn hạn khác,946.915.920.290,(21.173.694.104),925.742.226.186,,946915920290.0,-21173694104.0,925742226186.0
151,151,151,Chi phí trả trước ngắn hạn,133.941.405.843,(40.622.224),133.900.783.619,,133941405843.0,-40622224.0,133900783619.0
152,152,152,Thuế GTGT được khấu trừ,726.686.085.221,(20.972.367.906),705.713.717.315,,726686085221.0,-20972367906.0,705713717315.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,86.288.429.226,(160.703.974),86.127.725.252,,86288429226.0,-160703974.0,86127725252.0
200,200,200,TÀI SẢN DÀI HẠN,19.051.268.698.390,(10.163.333.578),19.041.105.364.812,,19051268698390.0,-10163333578.0,19041105364812.0
220,220,220,Tài sản cố định,787.142.924.879,(31.292.491.991),755.850.432.888,,787142924879.0,-31292491991.0,755850432888.0
221,221,221,Tài sản cố định hữu hình,705.600.012.062,(31.292.491.991),674.307.520.071,,705600012062.0,-31292491991.0,674307520071.0
222,222,222,Nguyên giá,875.356.758.139,(36.730.779.150),838.625.978.989,,875356758139.0,-36730779150.0,838625978989.0
223,223,223,Giá trị khấu hao lũy kế,(169.756.746.077),5.438.287.159,(164.318.458.918),,-169756746077.0,5438287159.0,-164318458918.0
227,227,227,Tài sản cố định vô hình,81.542.912.817,-,81.542.912.817,,81542912817.0,,81542912817.0
228,228,228,Nguyên giá,91.934.799.597,(120.000.000),91.814.799.597,,91934799597.0,-120000000.0,91814799597.0
229,229,229,Giá trị khấu hao lũy kế,(10.391.886.780),120.000.000,(10.271.886.780),,-10391886780.0,120000000.0,-10271886780.0
250,250,250,Đầu tư tài chính dài hạn,7.556.238.420.121,146.665.352.356,7.702.903.772.477,,7556238420121.0,146665352356.0,7702903772477.0
252,252,252,"Đầu tư vào công ty liên doanh, liên kết",7.548.298.670.121,146.665.352.356,7.694.964.022.477,,7548298670121.0,146665352356.0,7694964022477.0
260,260,260,Tài sản dài hạn khác,6.965.518.571.578,(125.536.193.943),6.839.982.377.635,,6965518571578.0,-125536193943.0,6839982377635.0
262,262,262,Tài sản thuế thu nhập hoãn lại,70.055.011.414,(96.701.176),69.958.310.238,,70055011414.0,-96701176.0,69958310238.0
269,269,269,Lợi thế thương mại,6.481.348.532.606,(125.439.492.767),6.355.909.039.839,,6481348532606.0,-125439492767.0,6355909039839.0
270,270,270,TỔNG TÀI SẢN,69.912.213.163.543,(790.086.218.362),69.122.126.945.181,,69912213163543.0,-790086218362.0,69122126945181.0
