row_label_raw,row_label_full,col_0,2019VND,2018VND(Trình bày lại),numeric__2019VND,numeric__2018VND(Trình bày lại)
Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,69.958.310.238,115.761.289.160,69958310238.0,115761289160.0
Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,(2.298.846.949.689),(1.263.436.653.583),-2298846949689.0,-1263436653583.0
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,(2.228.888.639.451),(1.147.675.364.423),-2228888639451.0,-1147675364423.0
Ghi nhận vào báo cáo kết quả hoạt động kinh doanh hợp nhất (Thuyết minh 38(b)),Ghi nhận vào báo cáo kết quả hoạt động kinh doanh hợp nhất (Thuyết minh 38(b)),Ghi nhận vào báo cáo kết quả hoạt động kinh doanh hợp nhất (Thuyết minh 38(b)),(192.385.441.843),(420.493.495.532),-192385441843.0,-420493495532.0
Ảnh hưởng do hợp nhất kinh doanh trong năm (*),Ảnh hưởng do hợp nhất kinh doanh trong năm (*),Ảnh hưởng do hợp nhất kinh doanh trong năm (*),(3.757.727.455.735),(660.719.779.496),-3757727455735.0,-660719779496.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,(6.179.001.537.029),(2.228.888.639.451),-6179001537029.0,-2228888639451.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Tài sản thuế TNDN hoãn lại,Trong đó: > Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,76.536.421.869,69.958.310.238,76536421869.0,69958310238.0
Thuế TNDN hoãn lại phải trả,Trong đó: > Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,(6.255.537.958.898),(2.298.846.949.689),-6255537958898.0,-2298846949689.0
