row_label_raw,row_label_full,col_0,Thuê văn phòng,Thuê văn phòng_1,numeric__Thuê văn phòng,numeric__Thuê văn phòng_1
,,,2019VND,2018VND(Trình bày lại),,
Dưới 1 năm,Dưới 1 năm,Dưới 1 năm,70.712.545.970,31.642.142.336,70712545970.0,31642142336.0
Từ 1 đến 5 năm,Từ 1 đến 5 năm,Từ 1 đến 5 năm,127.176.250.710,52.541.621.124,127176250710.0,52541621124.0
Trên 5 năm,Trên 5 năm,Trên 5 năm,295.203.538.968,268.351.209.756,295203538968.0,268351209756.0
Tổng cộng các khoản thanh toán tối thiểu,Tổng cộng các khoản thanh toán tối thiểu,Tổng cộng các khoản thanh toán tối thiểu,493.092.335.648,352.534.973.216,493092335648.0,352534973216.0
