row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2
,,,Giá gốc VND,Tỉ lệ sở hữu (thực góp) %,Dự phòng VND,Giá gốc VND,Tỉ lệ sở hữu (thực góp) %,Dự phòng VND,,,,,,
Công ty Cổ phần Thủy điện Gia Lai (*),Công ty Cổ phần Thủy điện Gia Lai (*),Công ty Cổ phần Thủy điện Gia Lai (*),544.162.584.932,"62,53",-,544.162.584.932,"62,53",-,544162584932.0,62.53,,544162584932.0,62.53,
Công ty Cổ phần Năng lượng điện gió Tiền Giang (**) (i),Công ty Cổ phần Năng lượng điện gió Tiền Giang (**) (i),Công ty Cổ phần Năng lượng điện gió Tiền Giang (**) (i),1.223.124.800.000,"54,92",-,798.300.000.000,"89,70",-,1223124800000.0,54.92,,798300000000.0,89.7,
Công ty Cổ phần Điện TTC Đức Huệ - Long An (**) (ii),Công ty Cổ phần Điện TTC Đức Huệ - Long An (**) (ii),Công ty Cổ phần Điện TTC Đức Huệ - Long An (**) (ii),1.037.312.640.000,"99,94",-,426.296.000.000,"99,95",-,1037312640000.0,99.94,,426296000000.0,99.95,
Công ty Cổ phần Năng lượng VPL (**) (iii),Công ty Cổ phần Năng lượng VPL (**) (iii),Công ty Cổ phần Năng lượng VPL (**) (iii),590.990.260.000,"79,74",-,269.799.900.000,"64,24",-,590990260000.0,79.74,,269799900000.0,64.24,
Công ty Cổ phần Nhà máy Điện Mặt trời Trúc Sơn (**),Công ty Cổ phần Nhà máy Điện Mặt trời Trúc Sơn (**),Công ty Cổ phần Nhà máy Điện Mặt trời Trúc Sơn (**),348.843.130.000,"99,96",-,348.843.130.000,"99,96",-,348843130000.0,99.96,,348843130000.0,99.96,
Công ty Cổ phần Điện gió la Bang (**),Công ty Cổ phần Điện gió la Bang (**),Công ty Cổ phần Điện gió la Bang (**),258.000.000.000,"60,00",-,258.000.000.000,"60,00",-,258000000000.0,60.0,,258000000000.0,60.0,
Công ty TNHH Một thành viên Thủy điện Thương Lô (**),Công ty TNHH Một thành viên Thủy điện Thương Lô (**),Công ty TNHH Một thành viên Thủy điện Thương Lô (**),81.206.201.240,"100,00",-,81.206.201.240,"100,00",(739.799.182),81206201240.0,100.0,,81206201240.0,100.0,-739799182.0
Công ty Cổ phần Hợp tác Phát triển Năng lượng tái tạo Vi - Ja (**) (iv),Công ty Cổ phần Hợp tác Phát triển Năng lượng tái tạo Vi - Ja (**) (iv),Công ty Cổ phần Hợp tác Phát triển Năng lượng tái tạo Vi - Ja (**) (iv),44.600.000.000,"99,11",-,39.600.000.000,"99,00",-,44600000000.0,99.11,,39600000000.0,99.0,
Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai (**),Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai (**),Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai (**),17.197.314.737,"100,00",(7.022.724.757),17.197.314.737,"100,00",(3.990.586.284),17197314737.0,100.0,-7022724757.0,17197314737.0,100.0,-3990586284.0
Công Ty Cổ phần Năng lượng Tái tạo Tiền Giang (**) (v),Công Ty Cổ phần Năng lượng Tái tạo Tiền Giang (**) (v),Công Ty Cổ phần Năng lượng Tái tạo Tiền Giang (**) (v),3.400.000.000,"99,71",(80.129.330),-,-,-,3400000000.0,99.71,-80129330.0,,,
Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai (**),Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai (**),Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai (**),1.500.000.000,"100,00",-,1.500.000.000,"100,00",-,1500000000.0,100.0,,1500000000.0,100.0,
Công ty Cổ phần Điện Mặt trời TTC Đức Huệ - Long An (**) (ii),Công ty Cổ phần Điện Mặt trời TTC Đức Huệ - Long An (**) (ii),Công ty Cổ phần Điện Mặt trời TTC Đức Huệ - Long An (**) (ii),-,-,-,371.199.520.000,"99,96",(2.600.513.434),,,,371199520000.0,99.96,-2600513434.0
Công ty Cổ phần Năng lượng Tái tạo mới Số 1 (**) (vi),Công ty Cổ phần Năng lượng Tái tạo mới Số 1 (**) (vi),Công ty Cổ phần Năng lượng Tái tạo mới Số 1 (**) (vi),-,-,-,179.700.000.000,"99,83",(4.510.834),,,,179700000000.0,99.83,-4510834.0
Công ty Cổ phần Điện TTC Tây Sơn – Bình Định (**) (vii),Công ty Cổ phần Điện TTC Tây Sơn – Bình Định (**) (vii),Công ty Cổ phần Điện TTC Tây Sơn – Bình Định (**) (vii),-,-,-,2.550.000.000,"100,00",(55.354.058),,,,2550000000.0,100.0,-55354058.0
Công ty Cổ phần Điện Mặt trời TTC Tây Sơn - Bình Định (**) (vii),Công ty Cổ phần Điện Mặt trời TTC Tây Sơn - Bình Định (**) (vii),Công ty Cổ phần Điện Mặt trời TTC Tây Sơn - Bình Định (**) (vii),-,-,-,2.550.000.000,"100,00",(180.513.152),,,,2550000000.0,100.0,-180513152.0
,,,4.150.336.930.909,,(7.102.854.087),3.340.904.650.909,,(7.571.276.944),4150336930909.0,,-7102854087.0,3340904650909.0,,-7571276944.0
