row_label_raw,row_label_full,Tân Xuân Hiến,Chủ tịch,1.997.080.000,1.909.586.313,numeric__Chủ tịch,numeric__1.997.080.000,numeric__1.909.586.313
Nguyễn Thái Hà,Nguyễn Thái Hà,Nguyễn Thái Hà,Tổng Giám đốc,2.787.947.000,2.659.090.042,,2787947000.0,2659090042.0
Lê Thanh Vinh,Lê Thanh Vinh,Lê Thanh Vinh,Phó Tổng Giám đốc,2.176.367.000,2.098.459.417,,2176367000.0,2098459417.0
Nguyễn Phong Phú,Nguyễn Phong Phú,Nguyễn Phong Phú,Phó Tổng Giám đốc,1.610.264.959,939.930.167,,1610264959.0,939930167.0
Trần Thị Hồng Thẩm,Trần Thị Hồng Thẩm,Trần Thị Hồng Thẩm,Giám đốc tài chính,1.086.569.000,1.209.060.000,,1086569000.0,1209060000.0
