row_label_raw,row_label_full,Số dư đầu năm,Năm nay VND > 22.169.018.669,Năm trước VND > 31.471.221.587,numeric__Năm nay VND > 22.169.018.669,numeric__Năm trước VND > 31.471.221.587
Tăng,Tăng,Tăng,20.086.595.951,27.382.185.796,20086595951.0,27382185796.0
Chuyển từ hàng tồn kho,Chuyển từ hàng tồn kho,Chuyển từ hàng tồn kho,-,177.488.381,,177488381.0
Phân bố,Phân bố,Phân bố,(23.508.978.936),(36.861.877.095),-23508978936.0,-36861877095.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,18.746.635.684,22.169.018.669,18746635684.0,22169018669.0
