row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Lãi tiền phạt,Thu nhập khác > Lãi tiền phạt,Lãi tiền phạt,409.326.740,6.714.520.547,409326740.0,6714520547.0
Lãi thuần từ thanh lý TSCĐ,Thu nhập khác > Lãi thuần từ thanh lý TSCĐ,Lãi thuần từ thanh lý TSCĐ,162.232.611,80.160.302.441,162232611.0,80160302441.0
Khác,Thu nhập khác > Khác,Khác,2.017.143.819,2.109.039.876,2017143819.0,2109039876.0
,,,2.588.703.170,88.983.862.864,2588703170.0,88983862864.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Chi phí dự án Điện Mặt trời Hàm Phú 1(Thuyết minh 11),Chi phí khác > Chi phí dự án Điện Mặt trời Hàm Phú 1(Thuyết minh 11),Chi phí dự án Điện Mặt trời Hàm Phú 1(Thuyết minh 11),4.919.117.103,-,4919117103.0,
Các khoản bị phạt,Chi phí khác > Các khoản bị phạt,Các khoản bị phạt,-,2.440.928.722,,2440928722.0
Khác,Chi phí khác > Khác,Khác,2.044.986.328,1.278.744.274,2044986328.0,1278744274.0
,,,6.964.103.431,3.719.672.996,6964103431.0,3719672996.0
