row_label_raw,row_label_full,col_0,col_1,Địa điểm,Lĩnh vực kinh doanh,numeric__col_1,numeric__Địa điểm,numeric__Lĩnh vực kinh doanh
a),a),a),Công ty con đang hoạt động,Công ty con đang hoạt động,Công ty con đang hoạt động,,,
a),a),a),Công ty con trực tiếp,Công ty con trực tiếp,Công ty con trực tiếp,,,
a),a),a),1. Công ty Cổ phần Thủy điện Gia Lai,Tỉnh Gia Lai,"Sản xuất, truyền tải và phân phối điện",,,
a),a),a),2. Công ty TNHH Một Thành viên Thủy điện Thương Lộ,Tỉnh Thừa Thiên Huế,"Sản xuất, truyền tải và phân phối điện",,,
a),a),a),3. Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Tỉnh Gia Lai,"Xây dựng các công trình thủy điện vừa và nhỏ, sản xuất bê tông và các sản phẩm từ xi măng và thạch cao",,,
a),a),a),4. Công ty Cổ phần Điện TTC Đức Huệ - Long An,Tỉnh Long An,"Sản xuất, truyền tải và phân phối điện",,,
a),a),a),5. Công ty Cổ phần Năng lượng Tái tạo Tiền Giang,Tỉnh Tiền Giang,"Sản xuất, truyền tải và phân phối điện",,,
a),a),a),6. Công ty TNHH Một Thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Tỉnh Gia Lai,Hoạt động kiến trúc và tư vấn kỹ thuật,,,
a),a),a),7. Công ty Cổ phần Nhà máy Điện Mặt trời Trúc Sơn,Tỉnh Đắk Nông,"Sản xuất, truyền tải và phân phối điện",,,
a),a),a),8. Công ty Cổ phần Năng lượng VPL,Tỉnh Bến Tre,"Sản xuất, truyền tải và phân phối điện",,,
a),a),a),9. Công ty Cổ phần Năng lượng Điện gió Tiền Giang,Tỉnh Tiền Giang,"Sản xuất, truyền tải và phân phối điện",,,
a),a),a),10. Công ty Cổ phần Điện gió la Bang,Tỉnh Gia Lai,"Sản xuất, truyền tải và phân phối điện",,,
a),a),a),11. Công ty Cổ phần Hợp tác Phát triển Năng lượng sạch VI-JA,Thành phố Hồ Chí Minh,"Sản xuất, truyền tải và phân phối điện",,,
a),a),a),Công ty con gián tiếp,Công ty con gián tiếp,Công ty con gián tiếp,,,
a),a),a),1. Công ty Cổ phần Điện gió Lavi,Thành phố Hồ Chí Minh,"Sản xuất, truyền tải và phân phối điện",,,
b),b),b),"Công ty con đã thành lập, nhưng chưa góp vốn (Thuyết minh 33(a))","Công ty con đã thành lập, nhưng chưa góp vốn (Thuyết minh 33(a))","Công ty con đã thành lập, nhưng chưa góp vốn (Thuyết minh 33(a))",,,
b),b),b),1. Công ty Cổ phần Năng lượng Tái tạo Tân Thành,Tỉnh Tiền Giang,"Sản xuất, truyền tải và phân phối điện",,,
b),b),b),2. Công ty Cổ phần Năng lượng Xanh Cà Mau,Tỉnh Cà Mau,"Sản xuất, truyền tải và phân phối điện",,,
b),b),b),3. Công ty TNHH MTV Điện Mặt trời Phong Điền,Tỉnh Thừa Thiên Huế,"Sản xuất, truyền tải và phân phối điện",,,
c),c),c),Công ty liên kết đang hoạt động,Công ty liên kết đang hoạt động,Công ty liên kết đang hoạt động,,,
c),c),c),Công ty Cổ phần Thủy điện Trường Phú,Tỉnh Thừa Thiên Huế,"Sản xuất, truyền tải và phân phối điện",,,
