row_label_raw,row_label_full,col_0,Tỷ lệ sở hữu trên vốn điều lệ %,Số tiền cam kết sẽ góp VND,Số tiền đã thực góp VND,Số tiền còn phải góp VND,numeric__Tỷ lệ sở hữu trên vốn điều lệ %,numeric__Số tiền cam kết sẽ góp VND,numeric__Số tiền đã thực góp VND,numeric__Số tiền còn phải góp VND
Công ty Cổ phần Hợp tác Phát triển Năng lượng Sạch Vi-Ja (*),Công ty Cổ phần Hợp tác Phát triển Năng lượng Sạch Vi-Ja (*),Công ty Cổ phần Hợp tác Phát triển Năng lượng Sạch Vi-Ja (*),"99,11",148.500.000.000,44.600.000.000,103.900.000.000,99.11,148500000000.0,44600000000.0,103900000000.0
Công ty Cổ phần Năng lượng Tái tạo Tiền Giang (*),Công ty Cổ phần Năng lượng Tái tạo Tiền Giang (*),Công ty Cổ phần Năng lượng Tái tạo Tiền Giang (*),"99,71",249.990.000.000,3.400.000.000,246.590.000.000,99.71,249990000000.0,3400000000.0,246590000000.0
