row_label_raw,row_label_full,col_0,Tại ngàyđầu nămVND,TăngVND,numeric__Tại ngàyđầu nămVND,numeric__TăngVND
Vay ngân hàng (*),Vay ngân hàng (*),Vay ngân hàng (*),1.005.100.000.000,-,1005100000000.0,
Vay bên thứ ba (**),Vay bên thứ ba (**),Vay bên thứ ba (**),-,212.895.000.000,,212895000000.0
Trái phiếu phát hành (***),Trái phiếu phát hành (***),Trái phiếu phát hành (***),1.225.000.000.000,-,1225000000000.0,
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(15.648.099.997),-,-15648099997.0,
,,,2.214.451.900.003,212.895.000.000,2214451900003.0,212895000000.0
