row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
300,300,300,NỘ PHẢI TRẢ,,2.709.189.775.140,2.690.831.458.906,,,2709189775140.0,2690831458906.0
310,310,310,Nợ ngắn hạn,,400.260.698.788,473.213.322.248,,,400260698788.0,473213322248.0
311,311,311,Phải trả người bán ngắn hạn,13,3.761.641.392,16.875.325.845,,13.0,3761641392.0,16875325845.0
312,312,312,Người mua trả tiền trước ngắn hạn,,1.928.800.000,1.122.310.000,,,1928800000.0,1122310000.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,14,21.034.370.612,42.044.413.715,,14.0,21034370612.0,42044413715.0
315,315,315,Chi phí phải trả ngắn hạn,15,34.780.079.840,23.603.332.383,,15.0,34780079840.0,23603332383.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,,81.818.182,-,,,81818182.0,
319,319,319,Phải trả ngắn hạn khác,16,3.759.905.715,185.830.933.142,,16.0,3759905715.0,185830933142.0
320,320,320,Vay ngắn hạn,17(a),316.054.624.340,190.502.101.984,,,316054624340.0,190502101984.0
322,322,322,"Quỹ khen thưởng, phúc lợi",18,18.859.458.707,13.234.905.179,,18.0,18859458707.0,13234905179.0
330,330,330,Nợ dài hạn,,2.308.929.076.352,2.217.618.136.658,,,2308929076352.0,2217618136658.0
336,336,336,Doanh thu chưa thực hiện dài hạn,,245.454.545,-,,,245454545.0,
338,338,338,Vay dài hạn,17(b),2.306.547.966.679,2.214.451.900.003,,,2306547966679.0,2214451900003.0
342,342,342,Dự phòng phải trả dài hạn,,2.074.900.200,2.994.424.750,,,2074900200.0,2994424750.0
343,343,343,Quỹ phát triển khoa học và công nghệ,,60.754.928,171.811.905,,,60754928.0,171811905.0
400,400,400,VỐN CHỦ SỞ HỮU,,4.308.097.469.512,3.414.457.275.571,,,4308097469512.0,3414457275571.0
410,410,410,Vốn chủ sở hữu,,4.308.097.469.512,3.414.457.275.571,,,4308097469512.0,3414457275571.0
411,411,411,Vốn góp của chủ sở hữu,"19, 20",3.861.369.020.000,3.037.155.260.000,,,3861369020000.0,3037155260000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.219.369.020.000,3.037.155.260.000,,,3219369020000.0,3037155260000.0
411b,411b,411b,- Cổ phiếu ưu đãi,,642.000.000.000,-,,,642000000000.0,
412,412,412,Thặng dư vốn cổ phần,20,25.866.057.484,37.852.662.153,,20.0,25866057484.0,37852662153.0
418,418,418,Quỹ đầu tư phát triển,20,53.916.437.884,50.133.444.828,,20.0,53916437884.0,50133444828.0
421,421,421,"Lợi nhuận sau thuế (""LNST"")chưa phân phối",20,366.945.954.144,289.315.908.590,,20.0,366945954144.0,289315908590.0
421a,421a,421a,- LNST chưa phân phối lũy kế của cácnăm trước,,107.102.148.590,77.031.745.483,,,107102148590.0,77031745483.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,259.843.805.554,212.284.163.107,,,259843805554.0,212284163107.0
440,440,440,TỔNG NGUỒN VỐN,,7.017.287.244.652,6.105.288.734.477,,,7017287244652.0,6105288734477.0
