row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,14.865.741.722.704,14.874.419.272.735,,300.0,,14865741722704.0,14874419272735.0
I.,I.,I.,Nợ ngắn hạn,310,,8.357.778.358.535,8.746.167.408.966,,310.0,,8357778358535.0,8746167408966.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,19,1.674.022.497.143,1.753.591.495.266,,311.0,19.0,1674022497143.0,1753591495266.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,20,1.201.472.066.039,1.919.276.372.631,,312.0,20.0,1201472066039.0,1919276372631.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,21,481.588.051.666,363.327.162.760,,313.0,21.0,481588051666.0,363327162760.0
4.,4.,4.,Phải trả người lao động,314,,396.588.587.568,316.476.056.758,,314.0,,396588587568.0,316476056758.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,22,1.214.680.705.347,1.149.344.831.000,,315.0,22.0,1214680705347.0,1149344831000.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,23,142.304.609.817,41.004.429.818,,318.0,23.0,142304609817.0,41004429818.0
7.,7.,7.,Phải trả ngắn hạn khác,319,24,244.306.535.606,357.445.718.501,,319.0,24.0,244306535606.0,357445718501.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,25,2.713.004.905.443,2.571.970.866.987,,320.0,25.0,2713004905443.0,2571970866987.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,28,35.207.035.160,31.516.682.782,,321.0,28.0,35207035160.0,31516682782.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,29,254.603.364.746,242.213.792.463,,322.0,29.0,254603364746.0,242213792463.0
II.,II.,II.,Nợ dài hạn,330,,6.507.963.364.169,6.128.251.863.769,,330.0,,6507963364169.0,6128251863769.0
1.,1.,1.,Chi phí phải trả dài hạn,333,22,204.221.139.971,238.323.318.020,,333.0,22.0,204221139971.0,238323318020.0
2.,2.,2.,Doanh thu chưa thực hiện dài hạn,336,23,2.532.405.847.606,2.538.976.435.988,,336.0,23.0,2532405847606.0,2538976435988.0
3.,3.,3.,Phải trả dài hạn khác,337,24,70.287.782.427,58.783.034.981,,337.0,24.0,70287782427.0,58783034981.0
4.,4.,4.,Vay và nợ thuê tài chính dài hạn,338,26,2.872.392.766.465,2.240.226.202.142,,338.0,26.0,2872392766465.0,2240226202142.0
5.,5.,5.,Thuế thu nhập hoãn lại phải trả,341,27,306.254.316.028,187.316.417.409,,341.0,27.0,306254316028.0,187316417409.0
6.,6.,6.,Dự phòng phải trả dài hạn,342,28,157.835.008.101,435.226.216.857,,342.0,28.0,157835008101.0,435226216857.0
7.,7.,7.,Quỹ phát triển khoa học và công nghệ,343,30,364.566.503.571,429.400.238.372,,343.0,30.0,364566503571.0,429400238372.0
