row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,16.072.232.789.237,15.363.151.893.952,,200.0,,16072232789237.0,15363151893952.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,1.174.875.380.532,278.782.895.058,,210.0,,1174875380532.0,278782895058.0
1.,1.,1.,Phải thu dài hạn của khách hàng,211,8,4.266.810.286,4.266.810.286,,211.0,8.0,4266810286.0,4266810286.0
2.,2.,2.,Phải thu dài hạn khác,216,10,1.170.608.570.246,274.516.084.772,,216.0,10.0,1170608570246.0,274516084772.0
II.,II.,II.,Tài sản cố định,220,,5.777.918.337.918,6.020.629.770.983,,220.0,,5777918337918.0,6020629770983.0
1.,1.,1.,Tài sản cố định hữu hình,221,14,5.359.223.564.670,5.643.555.734.279,,221.0,14.0,5359223564670.0,5643555734279.0
1.,1.,1.,- Nguyên giá,222,,15.124.904.393.164,13.272.070.291.384,,222.0,,15124904393164.0,13272070291384.0
1.,1.,1.,- Giá trị hao mòn lũy kế,223,,(9.765.680.828.494),(7.628.514.557.105),,223.0,,-9765680828494.0,-7628514557105.0
2.,2.,2.,Tài sản cố định thuê tài chính,224,15,203.513.493.075,216.580.018.705,,224.0,15.0,203513493075.0,216580018705.0
2.,2.,2.,- Nguyên giá,225,,284.237.479.016,335.589.133.907,,225.0,,284237479016.0,335589133907.0
2.,2.,2.,- Giá trị hao mòn lũy kế,226,,(80.723.985.941),(119.009.115.202),,226.0,,-80723985941.0,-119009115202.0
3.,3.,3.,Tài sản cố định vô hình,227,16,215.181.280.173,160.494.017.999,,227.0,16.0,215181280173.0,160494017999.0
3.,3.,3.,- Nguyên giá,228,,389.798.490.053,224.529.293.460,,228.0,,389798490053.0,224529293460.0
3.,3.,3.,- Giá trị hao mòn lũy kế,229,,(174.617.209.880),(64.035.275.461),,229.0,,-174617209880.0,-64035275461.0
III.,III.,III.,Bất động sản đầu tư,230,17,2.173.608.711.308,1.914.237.254.178,,230.0,17.0,2173608711308.0,1914237254178.0
III.,III.,III.,- Nguyên giá,231,,14.531.711.254.636,13.123.170.380.338,,231.0,,14531711254636.0,13123170380338.0
III.,III.,III.,- Giá trị hao mòn lũy kế,232,,(12.358.102.543.328),(11.208.933.126.160),,232.0,,-12358102543328.0,-11208933126160.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,5.912.480.507.426,6.093.932.875.606,,240.0,,5912480507426.0,6093932875606.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,18,5.912.480.507.426,6.093.932.875.606,,242.0,18.0,5912480507426.0,6093932875606.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,7,229.906.456.062,365.094.718.370,,250.0,7.0,229906456062.0,365094718370.0
1.,1.,1.,"Đầu tư vào công ty liên doanh, liên kết",252,,222.184.987.500,356.873.249.808,,252.0,,222184987500.0,356873249808.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,,9.332.682.344,9.332.682.344,,253.0,,9332682344.0,9332682344.0
3.,3.,3.,Dự phòng đầu tư tài chính dài hạn,254,,(1.713.513.782),(1.213.513.782),,254.0,,-1713513782.0,-1213513782.0
4.,4.,4.,Đầu tư nằm giữ đến ngày đáo hạn,255,,102.300.000,102.300.000,,255.0,,102300000.0,102300000.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,803.443.395.991,690.474.379.757,,260.0,,803443395991.0,690474379757.0
1.,1.,1.,Chi phí trả trước dài hạn,261,13,792.113.202.743,678.851.868.203,,261.0,13.0,792113202743.0,678851868203.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,27,11.330.193.248,11.622.511.554,,262.0,27.0,11330193248.0,11622511554.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,26.436.634.618.157,24.827.418.928.138,,270.0,,26436634618157.0,24827418928138.0
