row_label_raw,row_label_full,Ngân hàng/Tổ chức cho vay > Ngân hàng TMCP Tiên Phong > Ngân hàng TMCP Ngoại thương Việt Nam > Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam > Ngân hàng TMCP Việt Nam Thịnh Vượng,Số đầu năm VND > 94.199.373.081 > 64.520.847.500 > 2.492.492.700 > 242.520.000,Số cuối năm VND > 79.789.473.683 > 36.771.261.080 > 2.071.721.948 > 60.480.000,Thời hạn cho vay/ngày đáo hạn > 36 tháng > 24 - 60 tháng > 60 tháng > 48 tháng,"Mục đích vay > Đầu tư Dự án Nhà máy Viglacera Mỹ Đức > Đầu tư nhà máy; đầu tư Dự án KCN Yên Mỹ > Đầu tư dự án đầu tư, mua sắm máy móc thiết bị; đầu tư Nhà máy gia công kính > Đầu tư mua sắm Tài sản cố định hữu hình",Tài sản bảo đảm > Thế chấp bằng tài sản cố định hữu hình và tài sản cố định vô hình > Thế chấp bằng tài sản cố định hữu hình và hợp đồng tiền gửi > Thế chấp bằng tài sản cố định hình thành từ nguồn vốn vay > Thế chấp bằng tài sản cố định hữu hình,numeric__Số đầu năm VND > 94.199.373.081 > 64.520.847.500 > 2.492.492.700 > 242.520.000,numeric__Số cuối năm VND > 79.789.473.683 > 36.771.261.080 > 2.071.721.948 > 60.480.000,numeric__Thời hạn cho vay/ngày đáo hạn > 36 tháng > 24 - 60 tháng > 60 tháng > 48 tháng,"numeric__Mục đích vay > Đầu tư Dự án Nhà máy Viglacera Mỹ Đức > Đầu tư nhà máy; đầu tư Dự án KCN Yên Mỹ > Đầu tư dự án đầu tư, mua sắm máy móc thiết bị; đầu tư Nhà máy gia công kính > Đầu tư mua sắm Tài sản cố định hữu hình",numeric__Tài sản bảo đảm > Thế chấp bằng tài sản cố định hữu hình và tài sản cố định vô hình > Thế chấp bằng tài sản cố định hữu hình và hợp đồng tiền gửi > Thế chấp bằng tài sản cố định hình thành từ nguồn vốn vay > Thế chấp bằng tài sản cố định hữu hình
Vay dài hạn cá nhân,Vay dài hạn cá nhân,Vay dài hạn cá nhân,57.422.878.094,48.437.175.000,Theo thỏa thuận,Bố sung vốn lưu động,Tín chấp,57422878094.0,48437175000.0,,,
,,,2.728.125.798.425,3.779.230.413.574,,,,2728125798425.0,3779230413574.0,,,
