row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,11.570.892.895.453,9.952.999.655.403,,400.0,,11570892895453.0,9952999655403.0
I.,I.,I.,Vốn chủ sở hữu,410,31,11.539.153.409.825,9.918.225.052.475,,410.0,31.0,11539153409825.0,9918225052475.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,4.483.500.000.000,4.483.500.000.000,,411.0,,4483500000000.0,4483500000000.0
1.,1.,1.,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,4.483.500.000.000,4.483.500.000.000,,,,4483500000000.0,4483500000000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,929.867.056.019,929.867.056.019,,412.0,,929867056019.0,929867056019.0
3.,3.,3.,Vốn khác của chủ sở hữu,414,,17.162.355.346,17.162.355.346,,414.0,,17162355346.0,17162355346.0
4.,4.,4.,Cổ phiếu quỹ,415,,(1.713.600),(1.713.600),,415.0,,-1713600.0,-1713600.0
5.,5.,5.,Chênh lệch đánh giá lại tài sản,416,,(211.681.407.015),(211.681.407.015),,416.0,,-211681407015.0,-211681407015.0
6.,6.,6.,Chênh lệch tỷ giá hối đoái,417,,50.776.466.162,27.034.728.326,,417.0,,50776466162.0,27034728326.0
7.,7.,7.,Quỹ đầu tư phát triển,418,,1.753.788.935.677,1.595.971.326.553,,418.0,,1753788935677.0,1595971326553.0
8.,8.,8.,Quỹ khác thuộc vốn chủ sở hữu,420,,6.257.939.977,6.257.939.977,,420.0,,6257939977.0,6257939977.0
9.,9.,9.,Lợi nhuận sau thuế chưa phân phối,421,,1.609.184.309.958,1.426.065.505.266,,421.0,,1609184309958.0,1426065505266.0
9.,9.,9.,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,205.942.035.013,321.330.638.598,,,,205942035013.0,321330638598.0
9.,9.,9.,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,1.403.242.274.945,1.104.734.866.668,,,,1403242274945.0,1104734866668.0
10.,10.,10.,Lợi ích của cổ đông không kiểm soát,429,,2.900.299.467.301,1.644.049.261.603,,429.0,,2900299467301.0,1644049261603.0
II.,II.,II.,Nguồn kinh phí và quỹ khác,430,,31.739.485.628,34.774.602.928,,430.0,,31739485628.0,34774602928.0
1.,1.,1.,Nguồn kinh phí đã hình thành tài sản cổ định,432,32,31.739.485.628,34.774.602.928,,432.0,32.0,31739485628.0,34774602928.0
,,,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,26.436.634.618.157,24.827.418.928.138,,440.0,,26436634618157.0,24827418928138.0
