row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,Số cuối nămVND > 1.007.486.874.916 > 1.129.483.334.459 > 1.593.340.525.635 > 149.568.906.371,Số đầu nămVND > 612.101.822.945 > 758.643.768.094 > 1.268.300.509.965 > 213.281.924.083,numeric__Số cuối nămVND > 1.007.486.874.916 > 1.129.483.334.459 > 1.593.340.525.635 > 149.568.906.371,numeric__Số đầu nămVND > 612.101.822.945 > 758.643.768.094 > 1.268.300.509.965 > 213.281.924.083
,,,3.879.879.641.381,2.852.328.025.087,3879879641381.0,2852328025087.0
Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,(1.007.486.874.916),(612.101.822.945),-1007486874916.0,-612101822945.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,2.872.392.766.465,2.240.226.202.142,2872392766465.0,2240226202142.0
