row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III.,III.,III.,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
1.,III. > 1.,1.,Tiền thu từ nhận vốn góp của chủ sở hữu,31,1.223.020.000.000,-,,31.0,1223020000000.0,
2.,III. > 2.,2.,Tiền thu từ đi vay,33,9.594.836.193.222,8.566.767.411.410,,33.0,9594836193222.0,8566767411410.0
3.,III. > 3.,3.,Tiền trả nợ gốc vay,34,(8.776.111.459.664),(8.820.166.543.735),,34.0,-8776111459664.0,-8820166543735.0
4.,III. > 4.,4.,Tiền trả nợ gốc thuê tài chính,35,(75.524.130.779),(69.177.146.676),,35.0,-75524130779.0,-69177146676.0
5.,III. > 5.,5.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(1.149.524.211.971),(669.291.644.630),,36.0,-1149524211971.0,-669291644630.0
,,,Lưu chuyển tiền thuần từ hoạt động tài chính,40,816.696.390.808,(991.867.923.631),,40.0,816696390808.0,-991867923631.0
,,,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,(438.652.430.778),1.014.627.709.199,,50.0,-438652430778.0,1014627709199.0
,,,Tiền và tương đương tiền đầu năm,60,2.860.122.610.379,1.841.653.234.658,,60.0,2860122610379.0,1841653234658.0
,,,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,3.448.515.549,3.841.666.522,,61.0,3448515549.0,3841666522.0
,,,Tiền và tương đương tiền cuối năm (70=50+60+61),70,2.424.918.695.150,2.860.122.610.379,,70.0,2424918695150.0,2860122610379.0
