row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,35,13.513.943.161.664,12.051.482.639.966,,1.0,35.0,13513943161664.0,12051482639966.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,35,199.185.346.069,145.126.698.439,,2.0,35.0,199185346069.0,145126698439.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,35,13.314.757.815.595,11.906.355.941.527,,10.0,35.0,13314757815595.0,11906355941527.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,36,9.315.374.160.827,8.389.049.269.758,,11.0,36.0,9315374160827.0,8389049269758.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,3.999.383.654.768,3.517.306.671.769,,20.0,,3999383654768.0,3517306671769.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,38,142.780.256.008,75.803.932.341,,21.0,38.0,142780256008.0,75803932341.0
7.,7.,7.,Chi phí tài chính,22,39,315.965.605.960,310.363.905.667,,22.0,39.0,315965605960.0,310363905667.0
,,,- Trong đó: Chi phí lãi vay,23,,255.872.624.592,268.896.807.699,,23.0,,255872624592.0,268896807699.0
8.,8.,8.,"Phần lỗ trong công ty liên doanh, liên kết",24,7,(7.638.893.337),(74.769.120.822),,24.0,7.0,-7638893337.0,-74769120822.0
9.,9.,9.,Chi phí bán hàng,25,40,920.107.466.398,861.838.342.910,,25.0,40.0,920107466398.0,861838342910.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,40,785.280.600.418,744.493.344.308,,26.0,40.0,785280600418.0,744493344308.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,2.113.171.344.663,1.601.645.890.403,,30.0,,2113171344663.0,1601645890403.0
12.,12.,12.,Thu nhập khác,31,41,139.876.024.686,123.961.456.138,,31.0,41.0,139876024686.0,123961456138.0
13.,13.,13.,Chi phí khác,32,42,51.208.679.689,95.281.696.431,,32.0,42.0,51208679689.0,95281696431.0
14.,14.,14.,Lợi nhuận khác (40=31-32),40,,88.667.344.997,28.679.759.707,,40.0,,88667344997.0,28679759707.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,2.201.838.689.660,1.630.325.650.110,,50.0,,2201838689660.0,1630325650110.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,43,489.669.610.670,411.948.856.891,,51.0,43.0,489669610670.0,411948856891.0
17.,17.,17.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,27,117.715.036.693,30.758.200.639,,52.0,27.0,117715036693.0,30758200639.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.594.454.042.297,1.187.618.592.580,,60.0,,1594454042297.0,1187618592580.0
,,,Trong đó:,,,,,,,,,
,,,Lợi nhuận sau thuế của Công ty mẹ,61,,1.403.242.274.945,1.104.734.866.668,,61.0,,1403242274945.0,1104734866668.0
,,,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,191.211.767.352,82.883.725.912,,62.0,,191211767352.0,82883725912.0
19.,19.,19.,Lãi cơ bản trên cổ phiếu,70,44,3.130,2.331,,70.0,44.0,3130.0,2331.0
