row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Số cuối năm > Giá trị hợp lý,Số đầu năm > Giá gốc,Số đầu năm > Dự phòng,Số đầu năm > Giá trị hợp lý,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > Giá trị hợp lý
Ngắn hạn,Ngắn hạn,Ngắn hạn,2.000.000.000,-,2.000.000.000,100.974.750.000,-,100.974.750.000,2000000000.0,,2000000000.0,100974750000.0,,100974750000.0
Phải thu về cho vay là bên thứ ba,Phải thu về cho vay là bên thứ ba,Phải thu về cho vay là bên thứ ba,-,-,-,-,-,-,,,,,,
Phải thu về cho vay là bên liên quan,Phải thu về cho vay là bên thứ ba > Phải thu về cho vay là bên liên quan,Phải thu về cho vay là bên liên quan,2.000.000.000,-,2.000.000.000,100.974.750.000,-,100.974.750.000,2000000000.0,,2000000000.0,100974750000.0,,100974750000.0
Công ty CP Than - Điện Nông Sơn - TKV (*),Phải thu về cho vay là bên thứ ba > Công ty CP Than - Điện Nông Sơn - TKV (*),Công ty CP Than - Điện Nông Sơn - TKV (*),2.000.000.000,-,2.000.000.000,100.974.750.000,-,100.974.750.000,2000000000.0,,2000000000.0,100974750000.0,,100974750000.0
Dài hạn,Phải thu về cho vay là bên thứ ba > Dài hạn,Dài hạn,-,-,-,75.230.000.000,-,75.230.000.000,,,,75230000000.0,,75230000000.0
Phải thu về cho vay là bên thứ ba,Phải thu về cho vay là bên thứ ba,Phải thu về cho vay là bên thứ ba,-,-,-,-,-,-,,,,,,
Phải thu về cho vay là bên liên quan,Phải thu về cho vay là bên thứ ba > Phải thu về cho vay là bên liên quan,Phải thu về cho vay là bên liên quan,-,-,-,75.230.000.000,-,75.230.000.000,,,,75230000000.0,,75230000000.0
Công ty CP Than - Điện Nông Sơn - TKV (*),Phải thu về cho vay là bên thứ ba > Công ty CP Than - Điện Nông Sơn - TKV (*),Công ty CP Than - Điện Nông Sơn - TKV (*),-,-,-,75.230.000.000,-,75.230.000.000,,,,75230000000.0,,75230000000.0
Cộng,Phải thu về cho vay là bên thứ ba > Cộng,Cộng,2.000.000.000,-,2.000.000.000,176.204.750.000,-,176.204.750.000,2000000000.0,,2000000000.0,176204750000.0,,176204750000.0
