row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,6.644.862.868.967,8.084.782.888.646,,300.0,,6644862868967.0,8084782888646.0
I.,I.,I.,Nợ ngắn hạn,310,,5.740.386.797.446,6.090.180.431.233,,310.0,,5740386797446.0,6090180431233.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.13,2.651.120.946.287,2.752.429.454.212,,311.0,,2651120946287.0,2752429454212.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,2.789.541.453,1.000.000.000,,312.0,,2789541453.0,1000000000.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.14.1,30.528.073.923,53.510.576.836,,313.0,,30528073923.0,53510576836.0
4.,4.,4.,Phải trả người lao động,314,,108.391.989.125,91.743.163.613,,314.0,,108391989125.0,91743163613.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.15,50.496.159.739,66.355.536.030,,315.0,,50496159739.0,66355536030.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,,-,-,,318.0,,,
9.,9.,9.,Phải trả ngắn hạn khác,319,V.16,29.058.397.268,158.005.661.047,,319.0,,29058397268.0,158005661047.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.17,2.834.879.752.666,2.935.279.026.810,,320.0,,2834879752666.0,2935279026810.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,,33.121.936.985,31.857.012.685,,322.0,,33121936985.0,31857012685.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,904.476.071.521,1.994.602.457.413,,330.0,,904476071521.0,1994602457413.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.13,412.713.770.045,394.445.237.545,,331.0,,412713770045.0,394445237545.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chỉ phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,,-,-,,336.0,,,
7.,7.,7.,Phải trả dài hạn khác,337,V.16,227.059.200,-,,337.0,,227059200.0,
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.17,491.535.242.276,1.582.104.364.779,,338.0,,491535242276.0,1582104364779.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,-,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,18.052.855.089,,343.0,,,18052855089.0
